,artist,song_name,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,release_year,tracks_popularity
512,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ,0.753,0.686,1,-5.415,0,0.284,0.0677,0.0,0.193,0.886,132.055,194732,4,2018,72
513,Takeoff,Last Memory,1fvCggAYrW0VtCljtqv4h2,0.854,0.708,1,-5.805,0,0.244,0.175,0.0,0.241,0.172,118.032,162133,4,2018,70
514,Pentatonix,I'll Be Home For Christmas,5P5rUzjpgTkZeQbr0CVdsZ,0.602,0.493,8,-6.907,1,0.0308,0.103,0.0,0.119,0.487,112.979,207560,3,2017,69
515,Gunna,Top Off,0HCnj7pfrvshnocOJUFeit,0.906,0.395,1,-11.277,1,0.206,0.0103,0.000195,0.117,0.376,146.056,197420,4,2018,72
516,Ariana Grande,The Way,06EL94D0TA27Ik0Ke5usbj,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,227027,4,2013,69
517,Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4,2018,76
518,Khalid,Coaster,39KG4kom3enSx4GTThuDGt,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,199120,4,2017,73
519,BONES,RampartRange,3IgjZRkRFAWflrCxRimOoL,0.847,0.407,0,-9.236,0,0.332,0.00303,9.76e-05,0.109,0.476,170.109,98717,4,2014,71
520,$uicideboy$,Dead Batteries,00UDmkyejOcUApEqpiB90i,0.874,0.633,5,-8.214,1,0.0453,0.0398,0.000106,0.0927,0.602,123.994,143221,4,2015,71
521,beabadoobee,Tired,6F5mZpEEjhsAW8UEqbIpz1,0.63,0.418,7,-7.111,0,0.0254,0.483,0.15,0.111,0.345,140.037,199515,4,2018,74
522,Arctic Monkeys,Snap Out Of It,0NdTUS4UiNYCNn5FgVqKQY,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,193030,4,2013,81
523,Billie Eilish,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,176472,4,2018,76
524,COIN,Talk Too Much,4djIFfof5TpbSGRZUpsTXq,0.598,0.888,4,-5.119,1,0.0807,0.00947,0.0,0.347,0.482,103.966,187133,4,2017,71
525,Childish Gambino,Sober,6YuFv5d7iGeNnFMu6xphZl,0.701,0.591,0,-6.646,1,0.0301,0.0979,2.53e-05,0.551,0.423,98.056,252013,4,2014,72
526,Drake,Energy,79XrkTOfV1AqySNjVlygpW,0.747,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.104,181933,4,2015,73
527,Kevin Gates,Thinking with My Dick (feat. Juicy J),1ojBtNRMzjL7ptLPZCzfRz,0.77,0.699,0,-6.59,1,0.199,0.0596,1.65e-05,0.17,0.696,81.003,165315,4,2013,70
528,Bad Bunny,Amorfoda,68QcquxCS39cQGTsRrJWIR,0.749,0.418,9,-7.925,0,0.0587,0.985,0.000126,0.0832,0.307,147.887,153887,3,2018,80
529,Current Joys,Kids,3pyyGVqWvRMq43qtJBzxe0,0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45,269143,4,2015,73
530,Paramore,Still into You,1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4,2013,79
531,The Plot In You,FEEL NOTHING,4xDwCYhobDehSBGUmd5H6Y,0.448,0.825,4,-5.307,0,0.0621,0.00353,0.0,0.108,0.226,144.17,216827,4,2018,76
532,Russ,What They Want,3pndPhlQWjuSoXhcIIdBjv,0.71,0.404,1,-10.04,0,0.379,0.484,0.0,0.0953,0.398,139.553,165853,4,2017,73
533,Fall Out Boy,Immortals,3Te8uLyit6X3ncNW8Fp3K2,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387,4,2015,75
534,Bad Bunny,Soy Peor,1JxhrUWZjuI8AOjDJ1JpMN,0.808,0.611,0,-3.221,0,0.0663,0.683,0.00638,0.114,0.172,116.011,257384,4,2016,78
535,Gunna,Sold Out Dates (feat. Lil Baby),55WLWX71YkHt2tSucNIf1g,0.817,0.556,4,-7.178,0,0.14,0.469,0.0,0.131,0.314,126.991,166368,4,2018,72
536,Leon Bridges,River,3hhbDnFUb2bicI2df6VurK,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,240200,4,2015,74
537,The 1975,Robbers,06cCziAHtDg6pcsidZHu03,0.621,0.702,4,-6.845,1,0.0295,0.000332,1.49e-05,0.322,0.374,99.808,254510,4,2013,71
538,Lady Gaga,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,210200,4,2018,83
539,SZA,The Weekend - Funk Wav Remix,0P6AWOA4LG1XOctzaVu5tt,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,171806,4,2017,74
540,Dominic Fike,3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4,2018,76
541,$uicideboy$,Harvest Moon,1ejyx2kXWFY6QuYHu7yOyD,0.641,0.677,6,-7.948,1,0.225,0.491,7.72e-05,0.185,0.503,74.986,136998,4,2015,70
542,Matt Mason,E,1XBGTp6OqwYaYhemH3aMKT,0.657,0.736,9,-7.73,0,0.0768,0.0817,0.0,0.302,0.379,113.96,228827,4,2017,70
543,Anne-Marie,2002,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4,2018,83
544,Caamp,Vagabond,2R3I5DiDf8bLz2QjrPmUpk,0.571,0.399,4,-11.92,1,0.0364,0.766,0.0146,0.0926,0.612,141.932,129464,4,2016,71
545,Baby Smoove,Losing My Mind,2JMW1iCKgPnSqbVVhHR6wI,0.73,0.44,1,-13.748,0,0.229,0.0867,0.0,0.104,0.077,94.982,182335,4,2018,69
546,Childish Gambino,III. Urn,1wYIv0ySOwjMFWLOtrgtbo,0.59,0.446,0,-12.759,0,0.0731,0.621,0.00235,0.0731,0.399,140.081,73387,4,2013,74
547,Kodak Black,Heart Mind,2OPxM2L3KtuehqY24vTMGs,0.921,0.641,1,-6.491,1,0.166,0.0274,0.0,0.0645,0.828,144.986,203840,4,2017,72
548,YoungBoy Never Broke Again,Slime Belief,2qGfZAgDe1pV2y5xJAhi6R,0.748,0.578,9,-5.72,1,0.194,0.257,0.0,0.13,0.166,140.016,192606,4,2018,69
549,Paperboy Fabe,Language,4RnvS1tmh1ERhjXX6dxv95,0.62,0.721,4,-5.538,0,0.0887,0.0422,0.0075,0.563,0.77,169.904,150361,4,2017,71
550,Two Feet,I Feel Like I'm Drowning,3aauaXWRgwCMoykMbI0Jq1,0.717,0.577,8,-5.436,1,0.0491,0.708,0.00428,0.0899,0.235,104.927,185520,3,2018,79
551,Tay-K,The Race - Remix,7d19457woBxmPRCq255YqM,0.75,0.548,9,-6.288,1,0.358,0.00619,0.0,0.156,0.377,160.084,211875,4,2017,71
552,Steven Universe,Love Like You (feat. Rebecca Sugar) - End Credits,3z9OnsnvM6SFN2dzrSDdVO,0.591,0.242,0,-10.098,0,0.0312,0.879,0.0,0.15,0.292,118.001,143630,3,2017,73
553,itssvd,Losing Interest,55XrFge2dEZwYzNl128DwN,0.753,0.355,8,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,120547,4,2017,78
554,Meghan Trainor,Better When I'm Dancin',5k5fWendNngd89O8JKoE8L,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,4,2015,77
555,Novo Amor,State Lines,7CoMBpPTwQi2wPT0U0Nr9b,0.509,0.31,9,-10.623,1,0.0313,0.959,0.229,0.0963,0.151,137.474,208653,3,2018,75
556,Banda Los Recoditos,Mi Último Deseo,01ksPzu3Bw8Lsf9o6xIk8C,0.844,0.639,11,-4.461,0,0.0437,0.62,0.0,0.46,0.974,121.033,163560,3,2013,76
557,Kristen Bell,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",2yi7HZrBOC4bMUSTcs4VK6,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.053,206507,4,2013,72
558,"Dream, Ivory",welcome and goodbye,00RLNHc2jkEjUoCUlFgPVT,0.584,0.717,0,-5.175,0,0.0266,0.0194,0.756,0.0739,0.659,140.031,140643,4,2018,73
559,Rag'n'Bone Man,Human,58zsLZPvfflaiIbNWoA22O,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,200187,4,2017,81
560,Anthony Gonzalez,Un Poco Loco,0OFknyqxmSQ42SoKxWVTok,0.62,0.496,7,-7.509,1,0.133,0.597,1.36e-05,0.322,0.636,126.032,112205,4,2017,75
561,Richy Mitch & The Coal Miners,Lake Missoula,4x1dWc1GgAfC04GcTlllax,0.446,0.247,11,-13.036,0,0.0287,0.905,0.233,0.111,0.245,138.328,106250,1,2017,72
562,Harry Styles,From the Dining Table,1IF5UcqRO42D12vYwceOY6,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,211960,4,2017,75
563,Kendrick Lamar,ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,0.748,0.705,4,-4.547,0,0.485,0.204,0.0,0.246,0.483,189.891,208733,4,2017,73
564,Luke Combs,Must've Never Met You,6ojicjDYUUoeE1tdSvfFo4,0.455,0.892,6,-3.218,1,0.0564,0.00951,0.0,0.143,0.641,75.218,198880,4,2018,70
565,Vacations,Home,1TQuqiFxqnVeez9OMq3emB,0.643,0.671,9,-5.439,0,0.0246,0.00578,0.000641,0.107,0.412,89.9,145667,4,2016,73
566,Shoreline Mafia,Nun Major,18pwD0HrweX8oCgIkayRb4,0.79,0.518,8,-6.571,1,0.212,0.0936,0.0,0.357,0.487,97.986,151837,4,2018,69
567,21 Savage,My Choppa Hate Niggas,2D2w9943rsnJOGCrI4aMQp,0.862,0.274,0,-5.818,0,0.416,0.0974,0.185,0.183,0.154,77.492,148640,4,2017,72
568,Glass Animals,Gooey,1gk3FhAV07q9Jg77UxnVjX,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,289307,4,2014,71
569,DeJ Loaf,Me U & Hennessy (feat. Lil Wayne),4TSDz7xZtxIXeKwiOuCe25,0.417,0.551,2,-8.361,1,0.272,0.56,0.0,0.129,0.216,86.848,224972,4,2015,72
570,M.I.A.,Bad Girls,6nzXkCBOhb2mxctNihOqbb,0.639,0.912,1,-2.621,1,0.0615,0.00107,0.0,0.097,0.343,143.448,227520,4,2013,76
571,The Weeknd,Sidewalks,4h90qkbnW1Qq6pBhoPvwko,0.542,0.72,1,-5.136,0,0.0628,0.147,0.0,0.348,0.623,149.828,231360,4,2016,75
572,Young Dolph,Major (feat. Key Glock),3Yt2ph8Ko0JBANpdawzSF2,0.907,0.651,6,-5.661,0,0.312,0.0111,0.000433,0.108,0.637,147.026,195547,4,2018,69
573,Leon Bridges,Beyond,1Omt5bfz1tZUCqd26HxbS0,0.581,0.687,6,-5.4,1,0.105,0.229,0.0,0.109,0.187,76.014,240600,4,2018,74
574,The 1975,Love It If We Made It,6WmIyn2fx1PKQ0XDpYj4VR,0.472,0.745,4,-5.297,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,252926,4,2018,74
575,Hippie Sabotage,Devil Eyes,7MiZjKawmXTsTNePyTfPyL,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,131272,5,2016,79
576,Billie Eilish,hostage,1WsEgieHsWWndAzLkmV105,0.427,0.123,9,-15.228,0,0.0497,0.868,3.12e-05,0.0732,0.0394,129.565,229426,5,2017,75
577,JAY-Z,4:44,1gT5TGwbkkkUliNzHRIGi1,0.261,0.852,9,-4.965,1,0.158,0.139,4.26e-05,0.477,0.431,177.997,284493,4,2017,73
578,Paulie Leparik,Middy Titty,3QVe9gr87GYcRXAkVpPVYl,0.58,0.633,3,-5.297,1,0.036,0.111,0.88,0.369,0.913,131.912,94668,4,2018,72
579,Lana Del Rey,Pretty When You Cry,6PnluwP0fjGnpIBsqTdUTq,0.509,0.547,10,-6.548,0,0.0417,0.399,0.0,0.215,0.197,109.436,234147,4,2014,77
580,Brett Eldredge,A Holly Jolly Christmas,1GpPsjjd4D1jsteGYpGGIN,0.681,0.474,7,-8.623,0,0.0423,0.621,1.24e-06,0.137,0.7,71.957,142840,4,2018,74
581,Jordan Davis,Take It From Me,3dCZm5HrG0jIXAHfNkg2H0,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,174255,4,2018,70
582,Pentatonix,God Rest Ye Merry Gentlemen,02ibK22WhjAVzKBm7da7lm,0.754,0.4,1,-8.832,0,0.0579,0.766,0.0,0.196,0.693,135.945,149680,4,2017,68
583,Migos,Narcos,0wbnC9AUenxp613TYaJsGK,0.936,0.585,0,-6.914,1,0.125,0.0142,0.0,0.132,0.242,124.991,255379,4,2018,73
584,Marc Anthony,Vivir Mi Vida,3QHMxEOAGD51PDlbFPHLyJ,0.656,0.877,0,-3.231,0,0.0342,0.345,0.0,0.349,0.894,105.018,252347,4,2013,78
585,Selena Gomez,Wolves,0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,197993,4,2017,81
586,Yung Gravy,Mr. Clean,5GxnROd93Y7NGt2ci0TwBw,0.758,0.701,9,-6.053,1,0.162,0.685,6.22e-06,0.114,0.626,106.74,211150,4,2018,70
587,Glass Animals,The Other Side Of Paradise,0rRjGruFonCGOt0S5zAJNQ,0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,320654,4,2016,72
588,Lil Peep,ghost boy,4AiFSXnVm0Bqecjdn3Brr8,0.662,0.586,5,-6.287,0,0.0251,0.0325,0.00418,0.153,0.0724,107.993,130973,4,2015,73
589,TEMPOREX,Numbers,4GuZMzKXJSoWhwHUqRa0fm,0.423,0.332,6,-10.761,1,0.0288,0.474,0.0,0.0993,0.5,93.958,127973,4,2017,74
590,Young Dolph,100 Shots,3TXy6nchgKeYlVwOKNk9lE,0.798,0.668,8,-5.244,1,0.25,0.135,4.6e-06,0.0583,0.154,134.006,264819,4,2017,68
591,Sam Tinnesz,Play with Fire (feat. Yacht Money),7vguMCv8uVuZLiQJ156u3Z,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,180691,4,2017,77
592,Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,236615,4,2017,73
593,Lil Uzi Vert,You Was Right,2ANLarE8yHVsLWW21nj79M,0.843,0.359,0,-7.417,1,0.461,0.069,0.0,0.12,0.156,81.987,163944,4,2016,69
594,Five Finger Death Punch,Jekyll and Hyde,5MjkeHk6I0JA0q13eqtnJP,0.544,0.96,3,-4.681,0,0.106,0.00058,1.99e-05,0.0531,0.718,154.966,206903,4,2015,68
595,Jack Stauber,Oh Klahoma,6SZwj6cjc8JQbkrr8cbIUn,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,185224,4,2017,74
596,Taylor Swift,Call It What You Want,1GwMQaZz6Au3QLDbjbMdme,0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,203507,4,2017,75
597,Ski Mask The Slump God,Foot Fungus,3EikYy40GMSp8l5mDV6IQo,0.881,0.623,1,-9.662,1,0.119,0.257,1.5e-06,0.0964,0.745,88.953,129547,4,2018,70
598,Kendrick Lamar,DUCKWORTH.,0y9uTzK9cNKSAEHnpeRG8C,0.552,0.731,7,-6.873,1,0.615,0.0536,0.0,0.258,0.632,174.516,248613,4,2017,72
599,The Weeknd,Hurt You,6QdnKD1zwEgyOWtkrdzlOF,0.476,0.718,5,-7.227,0,0.149,0.263,0.00261,0.109,0.361,183.932,230027,4,2018,76
600,Hozier,Someone New,2DNXgvkyv35vTWvdgjs7qn,0.443,0.533,7,-5.956,1,0.0473,0.429,3.66e-06,0.332,0.596,183.791,222813,4,2014,69
601,Mac Miller,Dang! (feat. Anderson .Paak),5iUQMwxUPdJBFeGkePtM66,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4,2016,73
602,James Arthur,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,246880,4,2016,80
603,A Boogie Wit da Hoodie,Love Drugs and Sex,1Gno5IBUHh6vUKp4nxu2Yd,0.762,0.553,5,-7.207,0,0.112,0.55,0.0,0.115,0.773,119.973,157863,4,2018,70
604,The Front Bottoms,Twin Size Mattress,14N3tALR3Mhf7UHpJRKk4L,0.325,0.867,4,-5.53,1,0.0809,0.00548,4.33e-06,0.103,0.336,144.866,264677,4,2013,72
605,Whiskey Myers,Stone,4rJesaufMl2xD0f2G8Xgnd,0.438,0.477,0,-7.649,1,0.031,0.243,7.8e-06,0.183,0.176,137.645,335623,4,2016,69
606,Alex & Sierra,Little Do You Know,1almCHdsfikRPfVB9VrEdT,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,185200,4,2014,77
607,Griffinilla,Below the Surface,5f1j3h5DBkLpGfb90QGFvR,0.713,0.398,0,-8.852,0,0.0319,0.328,1.93e-06,0.057,0.483,104.974,134857,4,2016,76
608,SYML,Where's My Love - Acoustic,0ElpbbncWT9aS7mgoqEHbQ,0.554,0.225,3,-11.324,1,0.0281,0.892,0.0321,0.107,0.221,104.007,239880,4,2017,78
609,Tyler Childers,Universal Sound,48nZLOpJOINkICPWpUuhaN,0.672,0.437,5,-9.656,1,0.0368,0.85,0.261,0.107,0.636,101.588,221600,4,2017,68
610,PLVTINUM,Champagne & Sunshine,77U6kcldLRFl9vCfaw11Sr,0.607,0.522,5,-10.028,0,0.0704,0.0553,0.0,0.0909,0.265,109.961,196364,4,2016,76
611,Hozier,Cherry Wine - Live,1C042FLYy7rP3MfnkOcnha,0.415,0.11,1,-14.901,1,0.0388,0.951,0.00236,0.0962,0.234,81.876,240147,4,2014,69
612,Lorde,Liability,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,171728,4,2017,76
613,Novo Amor,Anchor,7qH9Z4dJEN0l9bidizW7fq,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,257533,4,2017,77
614,"Tyler, The Creator","You're A Mean One, Mr. Grinch",5xQskDSiHQeoebxoprn3HL,0.567,0.68,3,-6.254,0,0.0518,0.0621,0.0,0.519,0.429,89.987,108987,4,2018,69
615,The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440,4,2018,75
616,Cory Asbury,Reckless Love,0rH0mprtecH3grD9HFM5AD,0.572,0.685,6,-7.29,1,0.0356,0.0291,0.0,0.0963,0.232,110.698,333386,4,2018,71
617,Only The Family,No Auto Durk,4VcPtoOpK3oBMDZJ9Ptp9f,0.765,0.553,11,-7.116,0,0.358,0.00822,0.0,0.206,0.565,154.971,184258,4,2018,69
618,The Weeknd,Wasted Times,7DKS0rX27cCEPsK0R6tFWS,0.56,0.678,10,-6.167,0,0.0581,0.61,1.42e-05,0.111,0.29,122.585,220293,4,2018,75
619,Kid Cudi,Just What I Am,20bJBbPapGQ4bqs0YcA9xY,0.654,0.95,1,-3.163,1,0.137,0.00223,0.0,0.406,0.351,140.009,228027,4,2013,70
620,Florida Georgia Line,May We All,498ZVInMGDkmmNVpSWqHiZ,0.514,0.918,7,-4.306,1,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,4,2016,69
621,Colter Wall,The Devil Wears a Suit and Tie,7hlA8gMMz6jSp91Twsnuv3,0.625,0.319,6,-12.119,0,0.0805,0.79,0.104,0.0921,0.438,127.799,236027,4,2015,69
622,The 1975,It's Not Living (If It's Not With You),3TgMcrV32NUKjEG2ujn9eh,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,248336,4,2018,76
623,Melanie Martinez,Dollhouse,6wNeKPXF0RDKyvfKfri5hf,0.725,0.708,5,-5.331,0,0.0756,0.22,0.0,0.777,0.555,130.029,231853,4,2015,74
624,Taylor Swift,End Game,2x0WlnmfG39ZuDmstl9xfX,0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.108,0.151,159.073,244827,4,2017,75
625,Colter Wall,Fraulein (feat. Tyler Childers),1zLWKvegCtyjWaVWQFFX5W,0.486,0.112,7,-14.27,1,0.033,0.94,9.36e-05,0.123,0.545,140.125,143001,4,2017,68
626,Rihanna,Sex With Me,7BiELrM90hRxpozaIXbsLw,0.58,0.532,1,-5.668,0,0.0424,0.294,0.0,0.0948,0.39,112.049,206400,4,2016,74
627,Mac Miller,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,0.69,0.462,8,-8.054,1,0.13,0.343,0.00218,0.113,0.325,157.655,245640,4,2018,72
628,Watchhouse,Old Ties and Companions,53DVsTZvB16BDP30XmfSef,0.657,0.368,7,-9.978,1,0.0281,0.884,0.00293,0.109,0.522,116.221,188947,4,2015,69
629,Gorillaz,She's My Collar (feat. Kali Uchis),3lIxtCaROdRDuTnNBDm3n2,0.726,0.815,11,-5.886,1,0.0313,0.00799,0.081,0.112,0.462,140.158,209560,4,2017,74
630,Jordan Davis,Singles You Up,4LiMQ6G9n84rDUBs9wtwz6,0.491,0.907,7,-3.594,1,0.0481,0.0491,0.0,0.242,0.631,199.943,182667,4,2018,69
631,Migos,Fight Night,6Xa2q0dapj03CsRzmD0Os5,0.874,0.706,1,-5.132,1,0.207,0.182,0.0,0.334,0.895,89.961,216248,4,2014,69
632,KIDS SEE GHOSTS,Reborn,4RVbK6cV0VqWdpCDcx3hiT,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,324674,4,2018,71
633,$uicideboy$,Mount Sinai,5vyR3lTiw4zz8B4PvnAO4c,0.845,0.452,3,-10.562,0,0.238,0.533,0.000988,0.0623,0.346,132.034,145636,4,2015,70
634,Drake,Summers Over Interlude,3ppVO2tyWRRznNmONvt7Se,0.699,0.255,4,-8.647,0,0.0303,0.405,0.00242,0.0985,0.242,132.031,106333,3,2016,71
635,Kygo,It Ain’t Me (with Selena Gomez),12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4,2017,67
636,Katy Perry,Dark Horse,5jrdCoLpJSvHHorevXBATy,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,4,2013,79
637,benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,173800,4,2018,76
638,Nebu Kiniza,Gassed Up,6JjEVlMkfHWMeYavkEYzNO,0.798,0.568,5,-9.072,0,0.135,0.0213,0.0,0.0586,0.45,148.88,193911,3,2016,70
639,The Weeknd,Try Me,4ppTAJUbNXELZcoUaL90wo,0.456,0.679,8,-5.778,0,0.064,0.596,0.000573,0.129,0.107,92.026,221107,4,2018,77
640,Mac Miller,Jet Fuel,2JmFRXaJrkAUD2cs6U20KG,0.791,0.557,7,-9.622,0,0.0698,0.54,0.0,0.103,0.284,119.973,345213,4,2018,70
641,Juice WRLD,Scared Of Love,49QVOdWgGagzLrThkIqtK6,0.642,0.562,11,-4.869,0,0.0812,0.032,0.0,0.168,0.177,158.001,170539,4,2018,71
642,Halsey,Gasoline,2IO7yf562c1zLzpanal1DT,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,199593,4,2015,73
643,White Noise Meditation,Brown Noise - Loopable with No Fade,67iF3DdebmElASIGoebYt1,0.0,2.01e-05,5,-15.776,1,0.0,0.0,0.0,0.0,0.0,0.0,73887,0,2015,69
644,Pitbull,Fireball (feat. John Ryan),4Y7XAxTANhu3lmnLAzhWJW,0.761,0.933,10,-5.38,1,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,236200,4,2014,75
645,Juice WRLD,I'm Still,19m3E0nMZobyA93AxMXC32,0.631,0.672,11,-4.583,1,0.0347,0.0811,0.0,0.154,0.282,119.948,192859,4,2018,71
646,Meek Mill,R.I.C.O. (feat. Drake),0Y0TOsE1q11qgbi7c5WZsG,0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.219,0.386,167.909,197133,3,2015,71
647,$uicideboy$,Audubon,3UcyaCWLsc0XDhzXHUuH1S,0.768,0.785,1,-5.057,1,0.332,0.154,1.24e-05,0.779,0.698,169.029,134963,4,2017,70
648,Queen Naija,Medicine,4lFfMRH0YH4pW5gczTDbNC,0.741,0.37,8,-8.437,0,0.324,0.24,0.0,0.118,0.13,116.06,219136,4,2018,69
649,Zac Brown Band,Homegrown,2kR18wsL3gvXRXdNE4dCGc,0.712,0.807,6,-3.976,1,0.0297,0.0244,0.000122,0.0905,0.936,105.024,205000,4,2015,70
650,Panic! At The Disco,Death of a Bachelor,1BECwm5qkaBwlbfo4kpYx8,0.462,0.538,0,-5.527,1,0.059,0.0137,0.0,0.429,0.405,139.256,203507,4,2016,71
651,Taylor Swift,King Of My Heart,7HuBDWi18s4aJM8UFnNheH,0.675,0.703,0,-7.902,1,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,214320,4,2017,74
652,Plan B,Candy,2ctjDCCg1wHoQSjIJ8p6U4,0.897,0.864,11,-3.735,0,0.147,0.252,0.0,0.517,0.542,95.981,207627,4,2014,73
653,The Weeknd,Tell Your Friends,1mhVXWduD8ReDwusfaHNwU,0.583,0.454,1,-11.091,0,0.0425,0.265,0.0,0.181,0.309,74.64,334333,4,2015,73
654,Shakey Graves,Tomorrow,47KDDZgFiX1w6RFOuLXsSn,0.564,0.354,7,-10.85,1,0.0334,0.73,3.43e-06,0.208,0.423,98.075,240587,3,2016,69
655,Sabrina Carpenter,Christmas the Whole Year Round,065CI94mu3IZwqPU4BX4Cb,0.565,0.898,6,-2.956,1,0.0915,0.146,0.0,0.131,0.962,187.917,179427,4,2015,70
656,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4,2017,78
657,Rex Orange County,Loving Is Easy,7ASFZh1D0DPZro7UXUKGmd,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,155720,4,2017,74
658,One Direction,18,3JjnGLK8IxkNLvo8Lb3KOM,0.681,0.582,6,-7.76,0,0.0313,0.22,0.0,0.119,0.221,124.038,248360,4,2014,82
659,Jacquees,B.E.D.,1B6TmCvKjC4dopBohVW51x,0.739,0.536,1,-6.501,1,0.0587,0.00368,0.0,0.0968,0.193,122.022,236147,4,2018,73
660,Bad Bunny,Otra Noche en Miami,4vCAzANUWDE24URV6wQ4ra,0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,2018,80
