,artist,song_name,spotify_track_id
344,Green Day,Boulevard of Broken Dreams,5GorCbAP4aL0EJ16frG2hd
345,Taylor Swift,I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ
346,K.Flay,High Enough,1qwno7xb5mJe71xtMS6jl2
347,Taylor Swift,...Ready For It?,2yLa0QULdQr0qAIvVwN6B5
348,Trippie Redd,Love Scars,0AICBlLzFCTpUqmAbtzB2z
349,Billie Eilish,ocean eyes,7hDVYcQq6MxkdJGweuCtl9
350,PnB Rock,Selfish,2xbI8Vmyv3TkpTdywpPyNw
351,$uicideboy$,$Outh $Ide $Uicide,496GZe7MxLloHgUQTmY2Ch
352,Mitski,I Bet on Losing Dogs,2Co0IjcLTSHMtodwD4gzfg
353,Pharrell Williams,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH
354,Tyler Childers,Charleston Girl (Live),3R6yNicsZrWF8ybl02imcB
355,Drake,From Time,0GaBIpyHvytM1UBYmqXu08
356,grandson,Blood // Water,7clyJIrLkEbXUDwj1tC9zz
357,"Tyler, The Creator",IFHY (feat. Pharrell),0NjW4SKY3gbfl2orl1p8hr
358,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",2N3U8uTYhjX2KwGT0pf5x0
359,The Weeknd,Reminder,37F0uwRSrdzkBiuj0D5UHI
360,The Neighbourhood,Afraid,7brQHA2CgQpcMBiOlfiXYb
361,Home,Resonance,65r94rVdiMwqXyQFEr3tqT
362,The Alchemist,E. Coli (feat. Earl Sweatshirt),3GXSywNvYLAVUCtjMHkKDh
363,Frank Ocean,Godspeed,34xTFwjPQ1dC6uJmleno7x
364,AJR,Burn The House Down,0TkJIyL69RAUIbNwGub6uR
365,Lil Uzi Vert,Top,55Q46o5adtSobImSKrrlqW
366,Kelly Clarkson,Wrapped in Red,5fclVBnzaGrbucvVMC228o
367,Jaymes Young,Infinity,1SOClUWhOi8vHZYMz3GluK
368,Taylor Swift,New Romantics,6rZVy6FIG7lSJQMFXHo12z
369,Clairo,Pretty Girl,0KyAGiNGUytG5JLxJu4F6l
370,Chase Atlantic,Slow Down,5lT5IZWW3JQErXELJpQgJ9
371,Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL
372,Calum Scott,You Are The Reason,69vToJ9BMbbLlFZo7k7A7B
373,Steve Lacy,Ryd,5Ha9IheRrkDyr7ZdhaRsWb
374,XXXTENTACION,infinity (888) - feat. Joey Bada$$,7J2gyNghNTzl4EsLhXp01Q
375,J. Cole,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ
376,Romeo Santos,Eres Mía,6I86RF3odBlcuZA9Vfjzeq
377,Cuco,Lo Que Siento,4CYeId6mLAasOb6o0NCz4Y
378,21 Savage,can't leave without it,0hPLZrnDgtKxrym1BHjDhd
379,Morgan Wallen,If I Know Me,03d8S7FBY2kIzhP0E7l4rn
380,Avicii,Waiting For Love,2P4OICZRVAQcYAV2JReRfj
381,Midland,Drinkin' Problem,1vBpwxsLVwaR4evBIaFmqD
382,Chris Stapleton,Parachute,5jROdl6MhcmP3O7h2sVgtw
383,Bedroom,In My Head,5vwXQUwkpmnkJrfv69L6Mp
384,Juice WRLD,Used To,0WZFN4E8HrmGUU0EMyKQ8c
385,$uicideboy$,Ugly,3qDbBtbRv6eBls6q51pAL7
386,Key Glock,Gang Shit No Lame Shit,6gbiTbclnHlmSIPfmF2zEc
387,Jhené Aiko,While We're Young,4mL59LVbKgOpEACxraGYdr
388,Sam Smith,Like I Can,2TeLIzFBe3hxkPR5FIQZut
389,Richy Mitch & The Coal Miners,Evergreen,6me7F0aaZjwDo6RJ5MrfBD
390,Peachy!,Falling for U,2xhGZ3WzOa3tir28y7Cb88
391,Granular,White Noise - 500 hz,65rkHetZXO6DQmBh3C2YtW
392,A$AP Rocky,L$D,4S7YHmlWwfwArgd8LfSPud
393,Trippie Redd,Dark Knight Dummo,4apiNNK0jp9uqn3JDG9My1
394,Jhené Aiko,The Worst,2wBCrtJS3E3TimRZ5MElTI
395,Ocean Waves For Sleep,Rolling Ocean Waves,11Rm75lU5EmETsTR22C0gT
396,Martin Garrix,In the Name of Love,23L5CiUhw2jV1OIMwthR3S
397,$uicideboy$,"All That Glitters Is Not Gold, But It's Still Damn Beautiful",23A29DEDxMZdwpl0ZRrMOk
398,NAV,Some Way,7zxRMhXxJMQCeDDg0rKAVo
399,Kendrick Lamar,King Kunta,0N3W5peJUQtI4eyR6GJT5O
400,Teyana Taylor,Gonna Love Me,3nXrCAE44KlevAkQB2XWcN
401,Morgan Wallen,Up Down (feat. Florida Georgia Line),3EWMoDIm6lzuR0zQKtuCJX
402,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p
403,Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50
404,Ariana Grande,Winter Things,1jhljxXlHw8K9rezXKrnow
405,Lil Uzi Vert,7AM,4v1P7JCjehbg5TmLQo2mFy
406,Louis Armstrong,"'Zat You, Santa Claus? - Single Version",0SD2UtunDGrX7OIElVr87B
407,Christian Nodal,Adiós Amor,63bmZnBN1CiJ9sA4qTEe8y
408,salvia palth,(dream),39iczvfNkZstM8KY8dNDFC
409,Bad Bunny,La Romana,1khmgu0pveJbkbpbkyvcQv
410,Metro Boomin,Don't Come Out The House (with 21 Savage),2Grb4G6t9VIqo6moKUloom
411,The Neighbourhood,The Beach,2u0CelO5c81XS7z3dGpHbS
412,Juice WRLD,Legends,1Knctxx9vGZxpZfF66BIEa
413,6LACK,PRBLMS,4AtZRwSR8BOTTQg5ihSggt
414,SadBoyProlific,Dead and Cold,33LizV83s7z1gwtmLiKlmv
415,Houndmouth,Sedona,2MQhTbX792AT6YyzwLz9dt
416,Cardi B,Money,2GGMabyHXnJmjY6CXhhB2e
417,Rex Orange County,Sunflower,7h2nmmoWDi2UpfYKLKWLYB
418,Mac DeMarco,Still Beating,4LpUpiYoZ2M3Z1kmhn4EQo
419,Rainbow Kitten Surprise,Cocaine Jesus,0ZAbupc7jAQpG9IxojQ3s3
420,$uicideboy$,Lte,6GB3N6bDucdHThFVDCBcCv
421,Alec Benjamin,If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF
422,Bobby Shmurda,Hot N*gga,19gEmPjfqSZT0ulDRfjl0m
423,Cheriimoya,"Living Life, In The Night",2kx5sQgmjYug0GiDh1a4sU
424,Rex Orange County,Television / So Far So Good,27rZYxE4l21wTaovX4WTnI
425,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),1j6kDJttn6wbVyMaM42Nxm
426,Dwayne Johnson,You're Welcome,6U4VqEHy4n5VeiH4pQPL24
427,Tyler Childers,Tattoos,1XcxubL4Y4U4gxLeIbb8VM
428,Luke Combs,Dive - Recorded At Sound Stage Nashville,2VWBdFsDJVGlRTdz4PvYwy
429,SZA,20 Something,4h6ViRoztTBpWcJ1zFT9Zg
430,Frank Sinatra,Jingle Bells,4KV9bM7a1KDc7b7OakFZic
431,Lil Mosey,Noticed,7zLYKWcXnYeHHWidalz7rj
432,NAV,Myself,05nbZ1xxVNwUTcGwLbp7CN
433,girl in red,i wanna be your girlfriend,5PjdC2gMATetx5xdnwGUu7
434,Summer Walker,Session 32,2ktg2oZDyFAX3iY1QNkXl5
435,Cody Johnson,Wild as You,4IZOdhEvXYWqh5XAXYzBk3
436,Ella Fitzgerald,I've Got My Love To Keep Me Warm,1KIJSvzRZzo8ehDTPOXKru
437,blackbear,idfc,6y6jbcPG4Yn3Du4moXaenr
438,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y
439,Romeo Santos,Imitadora,6r46lnXFbE9fr2d3KNaGbe
440,Rihanna,Consideration,6t90Z9XkdsHD8xMxro6KRP
441,J. Cole,Apparently,5O59s7bCgTFsXDXlWecyQ1
442,mike.,These Days,5tsI3xxDHDgzHhn30LTQNz
443,Cavetown,This Is Home,7s8VgA8OjvwBUuigKzEGBx
444,Halsey,Walls Could Talk,5ln5yQdUywVbf8HhFsOcd6
445,Adele,All I Ask,05TOt5Vz4StdjMpEdFPlvB
446,Ghostemane,Mercury: Retrograde,0UKzG4fJ1LXf6DInew5vcV
447,Travis Scott,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR
448,Melanie Martinez,Play Date,4DpNNXFMMxQEKl7r0ykkWA
449,Cardi B,Bodak Yellow,6KBYefIoo7KydImq1uUQlL
450,Travis Scott,ASTROTHUNDER,4MXhiYIRDMGAuvZc5IFTwC
451,Kanye West,Black Skinhead,722tgOgdIbNe3BEyLnejw4
452,Chief Keef,Faneto,7EcE5yCPVZaZut1JqowbcI
453,Chris Stapleton,Millionaire,68JS5SFTnW5Yv9Vzw81Jf0
454,Beach Bunny,Sports,77G0k1La0c5Dw8bAFANcyp
455,One Direction,Steal My Girl,2Bs4jQEGMycglOfWPBqrVG
456,A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),2gAGWaK4wvt2xrFUlR4mK8
457,KALEO,Way down We Go,0y1QJc3SJVPKJ1OvFmFqe6
458,YNW Melly,Mama Cry,2fSW54bA6x2iWePU7rpCiP
459,Cardi B,Thru Your Phone,74cVJfmK18rhWnscIpGXjt
460,Cody Johnson,Dance Her Home,2g3vpJiqwswGJbUOSkCWqC
461,Tay-K,The Race,3wGXyJGsCf1myH5MooQIqE
462,BONES,Sodium,5oo7lrBwuD4dVfJbBLyVyI
463,Brown Noise for Babies,Brown Noise,3qdGhfS5yIyqXMNtmJov6o
464,Mitski,A Pearl,7fd3aMiuwHWKsTdZafjOfZ
465,Sonder,One Night Only,74fQgHleHZ4V7Gm1XYcGkj
466,Juice WRLD,Candles,1wa6QQsdSE3X2GbRljGpFk
467,Lauren Daigle,Rescue,7r9kOxiNDnkAg5QKqtyjVk
468,Doja Cat,So High,1yvSMyZn27M4wEslpSvB0D
469,Takeoff,Casper,1B4gJRq61xTs6r1O0Uq2iY
470,Current Joys,New Flesh,6HJxxqHWMdidwTVZmZWeHU
471,Keith Urban,Blue Ain't Your Color,6wycnu8FWXsj68ig7BEot9
472,Travis Scott,SKELETONS,6NMtzpDQBTOfJwMzgMX0zl
473,Sam Hunt,Body Like A Back Road,7mldq42yDuxiUNn08nvzHO
474,Koe Wetzel,Something to Talk About,7ptJYMKI7Y1iWdqEZtBMGE
475,Mitski,I Want You,7FHj19QQigvMH1onMYRNLn
476,Vacations,Relax,5TuTHrKzN6NweeQaKkBNb7
477,Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0
478,Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5
479,Melanie Martinez,Training Wheels,3EGW6TGGbdk6Ys1Y3HU3lj
480,The Oh Hellos,"Soldier, Poet, King",3xtiXNDbSKxy20I7D6vFUg
481,Diplo,Wish - Trippie Mix,6IpvkngH89cA3hhPC84Leg
482,$uicideboy$,O Pana!,0cQvicmQo8syJ2Zv8aYDfN
483,Roddy Ricch,Down Below,4SWWe2OYC4mqf40Gc2RSdl
484,ScHoolboy Q,Man Of The Year,5SsR3wtCOafDmZgvIdRhSm
485,Ed Sheeran,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL
486,Billie Eilish,bellyache,51NFxnQvaosfDDutk0tams
487,J. Cole,Crooked Smile (feat. TLC),5gFoAVTN9YlM9uJCrFZtgl
488,Summer Walker,Girls Need Love,644rGY6maSElnKVsAg1gJj
489,Jhené Aiko,Stay Ready (What A Life),5nkUIVKqOqdpB6ApKgEMkv
490,JID,151 Rum,22WV03i2lBbwNVCE1g671p
491,LANCO,Greatest Love Story,2yQZwi1P8AkkxxFhQ8rMEK
492,SZA,Doves In The Wind (feat. Kendrick Lamar),593W4qZOwwdqF6YnimJjL6
493,Slipknot,Custer,3GiJq4AQK7324mfIQbpiTf
494,Harry Styles,Sweet Creature,5kRPPEWFJIMox5qIkQkiz5
495,Twenty One Pilots,Tear in My Heart,3bnVBN67NBEzedqQuWrpP4
496,Los Ángeles Azules,Nunca Es Suficiente,63USmok1OioBzKuWGW9wAg
497,XXXTENTACION,NUMB,01TnVDiet1DFTsyWKUKovl
498,Rihanna,Kiss It Better,0UHB9METy4VCXNgkcGqHqS
499,Cherub,Doses & Mimosas,44CZRkOxv7UItaAUmh8PgN
500,Romeo Santos,Propuesta Indecente,5PycBIeabfvX3n9ILG7Vrv
501,Lindsey Stirling,"You’re A Mean One, Mr. Grinch",6TXAjof8V0Gr4zFoY00zHR
502,Childish Gambino,IV. Sweatpants,3x4I4nRuZp5NdtGvCPw6Ms
503,Jordan Davis,Slow Dance In A Parking Lot,6MBUUSIWCzaXW4q58Ktrv9
504,Them Dirty Roses,Cocaine and Whiskey,74jX68ir4Gjpll6osaaRUK
505,The Paper Kites,Paint,6uHvbKL0Yi37AuvNRmUfMw
506,Jeremih,Planez,08zJpaUQVi9FrKv2e32Bah
507,Paramore,Hard Times,0w5Bdu51Ka25Pf3hojsKHh
508,Vacations,Friends,0jYfN0oxUjdYmAifDBORz9
509,Mac DeMarco,No Other Heart,2aaCNg42RA74s0EmHTBqS7
510,Ed Sheeran,Happier,2RttW7RAu5nOAfq6YFvApB
511,Only The Family,Crazy Story,5i0eJv1DzuyhaYnro4wTKg
512,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ
513,Takeoff,Last Memory,1fvCggAYrW0VtCljtqv4h2
514,Pentatonix,I'll Be Home For Christmas,5P5rUzjpgTkZeQbr0CVdsZ
515,Gunna,Top Off,0HCnj7pfrvshnocOJUFeit
516,Ariana Grande,The Way,06EL94D0TA27Ik0Ke5usbj
517,Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m
518,Khalid,Coaster,39KG4kom3enSx4GTThuDGt
519,BONES,RampartRange,3IgjZRkRFAWflrCxRimOoL
520,$uicideboy$,Dead Batteries,00UDmkyejOcUApEqpiB90i
521,beabadoobee,Tired,6F5mZpEEjhsAW8UEqbIpz1
522,Arctic Monkeys,Snap Out Of It,0NdTUS4UiNYCNn5FgVqKQY
523,Billie Eilish,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib
524,COIN,Talk Too Much,4djIFfof5TpbSGRZUpsTXq
525,Childish Gambino,Sober,6YuFv5d7iGeNnFMu6xphZl
526,Drake,Energy,79XrkTOfV1AqySNjVlygpW
527,Kevin Gates,Thinking with My Dick (feat. Juicy J),1ojBtNRMzjL7ptLPZCzfRz
528,Bad Bunny,Amorfoda,68QcquxCS39cQGTsRrJWIR
529,Current Joys,Kids,3pyyGVqWvRMq43qtJBzxe0
530,Paramore,Still into You,1yjY7rpaAQvKwpdUliHx0d
531,The Plot In You,FEEL NOTHING,4xDwCYhobDehSBGUmd5H6Y
532,Russ,What They Want,3pndPhlQWjuSoXhcIIdBjv
533,Fall Out Boy,Immortals,3Te8uLyit6X3ncNW8Fp3K2
534,Bad Bunny,Soy Peor,1JxhrUWZjuI8AOjDJ1JpMN
535,Gunna,Sold Out Dates (feat. Lil Baby),55WLWX71YkHt2tSucNIf1g
536,Leon Bridges,River,3hhbDnFUb2bicI2df6VurK
537,The 1975,Robbers,06cCziAHtDg6pcsidZHu03
538,Lady Gaga,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk
539,SZA,The Weekend - Funk Wav Remix,0P6AWOA4LG1XOctzaVu5tt
540,Dominic Fike,3 Nights,1tNJrcVe6gwLEiZCtprs1u
541,$uicideboy$,Harvest Moon,1ejyx2kXWFY6QuYHu7yOyD
542,Matt Mason,E,1XBGTp6OqwYaYhemH3aMKT
543,Anne-Marie,2002,2BgEsaKNfHUdlh97KmvFyo
544,Caamp,Vagabond,2R3I5DiDf8bLz2QjrPmUpk
545,Baby Smoove,Losing My Mind,2JMW1iCKgPnSqbVVhHR6wI
546,Childish Gambino,III. Urn,1wYIv0ySOwjMFWLOtrgtbo
547,Kodak Black,Heart Mind,2OPxM2L3KtuehqY24vTMGs
548,YoungBoy Never Broke Again,Slime Belief,2qGfZAgDe1pV2y5xJAhi6R
549,Paperboy Fabe,Language,4RnvS1tmh1ERhjXX6dxv95
550,Two Feet,I Feel Like I'm Drowning,3aauaXWRgwCMoykMbI0Jq1
551,Tay-K,The Race - Remix,7d19457woBxmPRCq255YqM
552,Steven Universe,Love Like You (feat. Rebecca Sugar) - End Credits,3z9OnsnvM6SFN2dzrSDdVO
553,itssvd,Losing Interest,55XrFge2dEZwYzNl128DwN
554,Meghan Trainor,Better When I'm Dancin',5k5fWendNngd89O8JKoE8L
555,Novo Amor,State Lines,7CoMBpPTwQi2wPT0U0Nr9b
556,Banda Los Recoditos,Mi Último Deseo,01ksPzu3Bw8Lsf9o6xIk8C
557,Kristen Bell,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",2yi7HZrBOC4bMUSTcs4VK6
558,"Dream, Ivory",welcome and goodbye,00RLNHc2jkEjUoCUlFgPVT
559,Rag'n'Bone Man,Human,58zsLZPvfflaiIbNWoA22O
560,Anthony Gonzalez,Un Poco Loco,0OFknyqxmSQ42SoKxWVTok
561,Richy Mitch & The Coal Miners,Lake Missoula,4x1dWc1GgAfC04GcTlllax
562,Harry Styles,From the Dining Table,1IF5UcqRO42D12vYwceOY6
563,Kendrick Lamar,ELEMENT.,1EaKU4dMbesXXd3BrLCtYG
564,Luke Combs,Must've Never Met You,6ojicjDYUUoeE1tdSvfFo4
565,Vacations,Home,1TQuqiFxqnVeez9OMq3emB
566,Shoreline Mafia,Nun Major,18pwD0HrweX8oCgIkayRb4
567,21 Savage,My Choppa Hate Niggas,2D2w9943rsnJOGCrI4aMQp
568,Glass Animals,Gooey,1gk3FhAV07q9Jg77UxnVjX
569,DeJ Loaf,Me U & Hennessy (feat. Lil Wayne),4TSDz7xZtxIXeKwiOuCe25
570,M.I.A.,Bad Girls,6nzXkCBOhb2mxctNihOqbb
571,The Weeknd,Sidewalks,4h90qkbnW1Qq6pBhoPvwko
572,Young Dolph,Major (feat. Key Glock),3Yt2ph8Ko0JBANpdawzSF2
573,Leon Bridges,Beyond,1Omt5bfz1tZUCqd26HxbS0
574,The 1975,Love It If We Made It,6WmIyn2fx1PKQ0XDpYj4VR
575,Hippie Sabotage,Devil Eyes,7MiZjKawmXTsTNePyTfPyL
576,Billie Eilish,hostage,1WsEgieHsWWndAzLkmV105
577,JAY-Z,4:44,1gT5TGwbkkkUliNzHRIGi1
578,Paulie Leparik,Middy Titty,3QVe9gr87GYcRXAkVpPVYl
579,Lana Del Rey,Pretty When You Cry,6PnluwP0fjGnpIBsqTdUTq
580,Brett Eldredge,A Holly Jolly Christmas,1GpPsjjd4D1jsteGYpGGIN
581,Jordan Davis,Take It From Me,3dCZm5HrG0jIXAHfNkg2H0
582,Pentatonix,God Rest Ye Merry Gentlemen,02ibK22WhjAVzKBm7da7lm
583,Migos,Narcos,0wbnC9AUenxp613TYaJsGK
584,Marc Anthony,Vivir Mi Vida,3QHMxEOAGD51PDlbFPHLyJ
585,Selena Gomez,Wolves,0tBbt8CrmxbjRP0pueQkyU
586,Yung Gravy,Mr. Clean,5GxnROd93Y7NGt2ci0TwBw
587,Glass Animals,The Other Side Of Paradise,0rRjGruFonCGOt0S5zAJNQ
588,Lil Peep,ghost boy,4AiFSXnVm0Bqecjdn3Brr8
589,TEMPOREX,Numbers,4GuZMzKXJSoWhwHUqRa0fm
590,Young Dolph,100 Shots,3TXy6nchgKeYlVwOKNk9lE
591,Sam Tinnesz,Play with Fire (feat. Yacht Money),7vguMCv8uVuZLiQJ156u3Z
592,Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h
593,Lil Uzi Vert,You Was Right,2ANLarE8yHVsLWW21nj79M
594,Five Finger Death Punch,Jekyll and Hyde,5MjkeHk6I0JA0q13eqtnJP
595,Jack Stauber,Oh Klahoma,6SZwj6cjc8JQbkrr8cbIUn
596,Taylor Swift,Call It What You Want,1GwMQaZz6Au3QLDbjbMdme
597,Ski Mask The Slump God,Foot Fungus,3EikYy40GMSp8l5mDV6IQo
598,Kendrick Lamar,DUCKWORTH.,0y9uTzK9cNKSAEHnpeRG8C
599,The Weeknd,Hurt You,6QdnKD1zwEgyOWtkrdzlOF
600,Hozier,Someone New,2DNXgvkyv35vTWvdgjs7qn
601,Mac Miller,Dang! (feat. Anderson .Paak),5iUQMwxUPdJBFeGkePtM66
602,James Arthur,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX
603,A Boogie Wit da Hoodie,Love Drugs and Sex,1Gno5IBUHh6vUKp4nxu2Yd
604,The Front Bottoms,Twin Size Mattress,14N3tALR3Mhf7UHpJRKk4L
605,Whiskey Myers,Stone,4rJesaufMl2xD0f2G8Xgnd
606,Alex & Sierra,Little Do You Know,1almCHdsfikRPfVB9VrEdT
607,Griffinilla,Below the Surface,5f1j3h5DBkLpGfb90QGFvR
608,SYML,Where's My Love - Acoustic,0ElpbbncWT9aS7mgoqEHbQ
609,Tyler Childers,Universal Sound,48nZLOpJOINkICPWpUuhaN
610,PLVTINUM,Champagne & Sunshine,77U6kcldLRFl9vCfaw11Sr
611,Hozier,Cherry Wine - Live,1C042FLYy7rP3MfnkOcnha
612,Lorde,Liability,6Kkt27YmFyIFrcX3QXFi2o
613,Novo Amor,Anchor,7qH9Z4dJEN0l9bidizW7fq
614,"Tyler, The Creator","You're A Mean One, Mr. Grinch",5xQskDSiHQeoebxoprn3HL
615,The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK
616,Cory Asbury,Reckless Love,0rH0mprtecH3grD9HFM5AD
617,Only The Family,No Auto Durk,4VcPtoOpK3oBMDZJ9Ptp9f
618,The Weeknd,Wasted Times,7DKS0rX27cCEPsK0R6tFWS
619,Kid Cudi,Just What I Am,20bJBbPapGQ4bqs0YcA9xY
620,Florida Georgia Line,May We All,498ZVInMGDkmmNVpSWqHiZ
621,Colter Wall,The Devil Wears a Suit and Tie,7hlA8gMMz6jSp91Twsnuv3
622,The 1975,It's Not Living (If It's Not With You),3TgMcrV32NUKjEG2ujn9eh
623,Melanie Martinez,Dollhouse,6wNeKPXF0RDKyvfKfri5hf
624,Taylor Swift,End Game,2x0WlnmfG39ZuDmstl9xfX
625,Colter Wall,Fraulein (feat. Tyler Childers),1zLWKvegCtyjWaVWQFFX5W
626,Rihanna,Sex With Me,7BiELrM90hRxpozaIXbsLw
627,Mac Miller,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8
628,Watchhouse,Old Ties and Companions,53DVsTZvB16BDP30XmfSef
629,Gorillaz,She's My Collar (feat. Kali Uchis),3lIxtCaROdRDuTnNBDm3n2
630,Jordan Davis,Singles You Up,4LiMQ6G9n84rDUBs9wtwz6
631,Migos,Fight Night,6Xa2q0dapj03CsRzmD0Os5
632,KIDS SEE GHOSTS,Reborn,4RVbK6cV0VqWdpCDcx3hiT
633,$uicideboy$,Mount Sinai,5vyR3lTiw4zz8B4PvnAO4c
634,Drake,Summers Over Interlude,3ppVO2tyWRRznNmONvt7Se
635,Kygo,It Ain’t Me (with Selena Gomez),12GEpg2XOPyqk03JZEZnJs
636,Katy Perry,Dark Horse,5jrdCoLpJSvHHorevXBATy
637,benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao
638,Nebu Kiniza,Gassed Up,6JjEVlMkfHWMeYavkEYzNO
639,The Weeknd,Try Me,4ppTAJUbNXELZcoUaL90wo
640,Mac Miller,Jet Fuel,2JmFRXaJrkAUD2cs6U20KG
641,Juice WRLD,Scared Of Love,49QVOdWgGagzLrThkIqtK6
642,Halsey,Gasoline,2IO7yf562c1zLzpanal1DT
643,White Noise Meditation,Brown Noise - Loopable with No Fade,67iF3DdebmElASIGoebYt1
644,Pitbull,Fireball (feat. John Ryan),4Y7XAxTANhu3lmnLAzhWJW
645,Juice WRLD,I'm Still,19m3E0nMZobyA93AxMXC32
646,Meek Mill,R.I.C.O. (feat. Drake),0Y0TOsE1q11qgbi7c5WZsG
647,$uicideboy$,Audubon,3UcyaCWLsc0XDhzXHUuH1S
648,Queen Naija,Medicine,4lFfMRH0YH4pW5gczTDbNC
649,Zac Brown Band,Homegrown,2kR18wsL3gvXRXdNE4dCGc
650,Panic! At The Disco,Death of a Bachelor,1BECwm5qkaBwlbfo4kpYx8
651,Taylor Swift,King Of My Heart,7HuBDWi18s4aJM8UFnNheH
652,Plan B,Candy,2ctjDCCg1wHoQSjIJ8p6U4
653,The Weeknd,Tell Your Friends,1mhVXWduD8ReDwusfaHNwU
654,Shakey Graves,Tomorrow,47KDDZgFiX1w6RFOuLXsSn
655,Sabrina Carpenter,Christmas the Whole Year Round,065CI94mu3IZwqPU4BX4Cb
656,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke
657,Rex Orange County,Loving Is Easy,7ASFZh1D0DPZro7UXUKGmd
658,One Direction,18,3JjnGLK8IxkNLvo8Lb3KOM
659,Jacquees,B.E.D.,1B6TmCvKjC4dopBohVW51x
660,Bad Bunny,Otra Noche en Miami,4vCAzANUWDE24URV6wQ4ra
661,Russ,Cherry Hill,6qcuRcbz8DCLG6nG4or8Uo
662,Trippie Redd,Topanga,5aXgz1oKK8Q9z9xvTmSnrO
663,Hillsong UNITED,Oceans (Where Feet May Fail),5Mw9bXG1dLNhbjofkVS2oR
664,Billie Eilish,ocean eyes,2uIX8YMNjGMD7441kqyyNU
665,Post Malone,92 Explorer,1D2L6MefbXon28PzIk9I3r
666,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM
667,Mac DeMarco,Another One,63q9LqTK5iiZLy3cTvLMUf
668,Juice WRLD,End Of The Road,24BNgrtp6Fag4M5BQPEgsV
669,PARTYNEXTDOOR,Break from Toronto,5fEB6ZmVkg63GZg9qO86jh
670,Mac Miller,Ladders,39NDBdU5Xkm5pCFGa5kZtI
671,Rihanna,Work,72TFWvU3wUYdUuxejTTIzt
672,XXXTENTACION,Floor 555,6r7ULK6c5CLVvImjTIztl1
673,I DONT KNOW HOW BUT THEY FOUND ME,Choke,37mfTcSlX60JtAvAETytGs
674,Meghan Trainor,"White Christmas - Spotify Singles - Christmas, Recorded at Sound Stage Studios Nashville",71azyw4EJDlGru5Uw6DGzT
675,Calvin Harris,Outside (feat. Ellie Goulding),7MmG8p0F9N3C4AXdK6o6Eb
676,Matt Maltese,As the World Caves In,4JE6agBLHGA5TaF6FlqfBD
677,Cody Jinks,Must Be The Whiskey,6VChAU4QENeLwf3OaHBJxC
678,Hozier,Work Song,5TgEJ62DOzBpGxZ7WRsrqb
679,$uicideboy$,Coma,73hmZZ7HyLgUQj2DaybfBb
680,Drake,Fire & Desire,4BhGTc3Cgay2U1QcTS7vQe
681,Haley Reinhart,Can't Help Falling in Love,6yIHGmQLJxWAUZ1ZkENemN
682,Pentatonix,That's Christmas to Me,2U9kDk5mlHYunC7PvbZ8KX
683,Luke Combs,"Houston, We Got a Problem",6guWjUuNYziyNXgjFo1IpF
684,Oscar Lang,She Likes Another Boy,5W6BA8Wa8JZGKdliH2gkwO
685,Chris Stapleton,Traveller,178OI1A3qjROeFeh8lmNwW
686,Joji,Will He,7wvwXi9Z66dcH5t202vVkN
687,Ne-Yo,She Knows,7seTcUFOhn5caSDbiSfsp0
688,OneRepublic,I Lived,7D49Iig0avHre9RFSUMkd2
689,Shoreline Mafia,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn
690,J. Cole,A Tale Of 2 Citiez,52A8OAP8lTQKZCj4Rce92B
