,artist,song_name,spotify_track_id
691,Labrinth,Jealous,4G92yYrUs0cvY7G41YRI0z
692,SZA,Kill Bill,3OHfY25tqY28d16oZczHc8
693,Drake,Rich Flex,1bDbXMyjaUIooNwFE9wn0N
694,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),2dHHgzDwk4BJdRwy9uXhTO
695,Lil Uzi Vert,Just Wanna Rock,4FyesJzVpA39hbYvcseO2d
696,Taylor Swift,Anti-Hero,0V3wPSX9ygBnCm8psDIegu
697,d4vd,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL
698,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],0vjeOZ3Ft5jvAi9SBFJm1j
699,SZA,Low,2GAhgAjOhEmItWLfgisyOn
700,SZA,Blind,2CSRrnOEELmhpq8iaAi9cd
701,SZA,Kill Bill,1Qrg8KqiBpW07V7PNxwwwL
702,David Guetta,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK
703,SZA,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2
704,Meghan Trainor,Made You Look,0QHEIqNKsMoOY5urbzN48u
705,SZA,Seek & Destroy,6eT2V7nKXyMf47TwPbtgAD
706,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN
707,Drake,Pussy & Millions (feat. Travis Scott),2KLwPaRDOB87XOYAT2fgxh
708,Beyoncé,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS
709,Hotel Ugly,Shut up My Moms Calling,3hxIUxnT27p5WcmjGUXNwx
710,Steve Lacy,Bad Habit,4k6Uh1HXdhtusDW5y8Gbvy
711,Chris Brown,Under The Influence,5IgjP7X4th6nMNDh4akUHb
712,Tory Lanez,The Color Violet,3azJifCSqg9fRij2yKIbWz
713,SZA,Shirt,2wSTnntOPRi7aQneobFtU4
714,Taylor Swift,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC
715,SZA,Used (feat. Don Toliver),1TweDM3JC49LNeelLVg3yX
716,Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],4WuOWVnAqvEQxgSRrspBgt
717,SZA,Special,6RQ5IwG7uADz9LDWliJGjU
718,Drake,Major Distribution,46s57QULU02Voy0Kup6UEb
719,SZA,SOS,5xMw6qCcpd2gBXPGTegC4W
720,Drake,On BS,34tz0eDhGuFErIuW3q4mPX
721,Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),2Hh3ETdQKrmSI3QS0hme7g
722,RAYE,Escapism.,5Z2MiIZ5I3jJvvmeWMLbOQ
723,SZA,Shirt,34ZAzO78a5DAVNrYIGWcPm
724,Omar Apollo,Evergreen (You Didn’t Deserve Me At All),2TktkzfozZifbQhXjT6I33
725,Manuel Turizo,La Bachata,5ww2BF9slyYgNOk37BlC4u
726,Taylor Swift,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4
727,Joji,Die For You,26hOm7dTtBi0TdpDGl141t
728,SZA,Open Arms (feat. Travis Scott),0xaFw2zDYf1rIJWl2dXiSF
729,SZA,Gone Girl,2Sjx8DWZO5zaTyTAmgo2gY
730,Drake,Spin Bout U,2ZL7WZcjuYKi1KUDtp4kCC
731,SZA,F2F,2e2AXpIiJpet5b4qg85Gh6
732,SZA,Notice Me,4fnNBPN9W6AoOYSQS3FJxT
733,Brent Faiyaz,ALL MINE,3XgGQ1wjo5khvq2UImjyNF
734,Oliver Tree,Miss You,73vIOb4Q7YN6HeJTbscRx5
735,NewJeans,Ditto,3r8RuvgbX9s7ammBn07D3W
736,Rema,Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8
737,Freddie Dredd,Limbo,37F7E7BKEw2E4O2L7u0IEp
738,Harry Styles,As It Was,4Dvkj6JhhA12EX05fT7y2e
739,Baby Keem,HONEST,58k32my5lKofeZRtIvBDg9
740,Morgan Wallen,One Thing At A Time,6KGtAlYvgm4W9PoYabFAYE
741,Brent Faiyaz,Clouded,2J6OF7CkpdQGSfm1wdclqn
742,SZA,Smoking on my Ex Pack,4jTs7ny5eSRnKTzxdrFv5I
743,Ñengo Flow,Gato de Noche,54ELExv56KCAB4UP9cOCzC
744,Drake,Circo Loco,7GeTsDIc5ykNB6lORO6Cee
745,Steve Lacy,Static,4OmfWzukSVD140NiAIEjem
746,Yeat,Out thë way,6IyoLWzljeR3ldQo4KWHT6
747,Morgan Wallen,Thought You Should Know,6NHpyYvJyQsg2nXXzGYc2R
748,PinkPantheress,Boy's a liar,3NanY0K4okhIQzL33U5Ad8
749,Billie Eilish,TV,3GYlZ7tbxLOxe6ewMNVTkw
750,21 Savage,Glock In My Lap,6pcywuOeGGWeOQzdUyti6k
751,SZA,Conceited,4hTej08FutmriOs7S1hWWy
752,Zach Bryan,Heading South,2Dct3GykKZ58hpWRFfe2Qd
753,GloRilla,Tomorrow 2 (with Cardi B),7KXVIAuw3m2hxZanrpSXS3
754,Mac DeMarco,Heart To Heart,7EAMXbLcL0qXmciM5SwMh2
755,JVKE,golden hour,4yNk9iz9WVJikRFle3XEvn
756,Liana Flores,rises the moon,51Grh1RyUDcMBbpuyUIUHI
757,Sleep Miracle,Brown Sleep Noise,5UBonaClAZVfzxJNn8nnhh
758,Drake,Broke Boys,45pUWUeEWGoSdH6UF162G8
759,SZA,Far,74NI58MQexwZjNu1Gu6GjT
760,Drake,Privileged Rappers,7l2nxyx7IkBX5orhkALg0V
761,Bad Bunny,Neverita,31i56LZnwE6uSu3exoHjtB
762,Jordan Davis,What My World Spins Around,6HBRLaSQ7NB8MNlaqzYen1
763,Taylor Swift,Maroon,3eX0NZfLtGzoLUxPNvRfqm
764,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw
765,Metro Boomin,Raindrops (Insane) [with Travis Scott],1pacwLXyRO47ka0v6LTIiY
766,SZA,Too Late,4rAg5bbrdZX00mXXhLvYXj
767,Taylor Swift,Karma,7KokYm8cMIXCsGVmUvKtqf
768,Taylor Swift,Bejeweled,3qoftcUZaUOncvIYjFSPdE
769,Yot Club,YKWIM?,2vWBUC9djv6BtiGlmKiQaH
770,Taylor Swift,"You're On Your Own, Kid",4D7BCuvgdJlYvlX5WlN54t
771,Stephen Sanchez,Until I Found You,0T5iIrXA4p5GsubkhuBIKV
772,Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA
773,J Balvin,LA CANCIÓN,0fea68AdmYNygeTGI4RC18
774,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),1wtOxkiel43cVs0Yux5Q4h
775,Tyler Childers,All Your'n,0fCwTrRNfoNk962ati8n2K
776,Surf Curse,Freaks,7EkWXAI1wn8Ii883ecd9xr
777,Baby Keem,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD
778,Taylor Swift,"Would've, Could've, Should've",0aV5uARAknQgYhBaK944FP
779,Trippie Redd,The Grinch,1W24W6jQegnNh0x5DfBBPT
780,Nate Smith,Whiskey On You,6Tm4Io4ct4w14nB1EUzsY3
781,Metro Boomin,Umbrella (with 21 Savage & Young Nudy),2Yt4SXIgmoaPZHGdRafp4P
782,Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ
783,Kane Brown,Thank God,1brnLTvarI9D1hLP6z2Ar8
784,Arcángel,La Jumpa,5MxFWjuqQIsbNWbMdMdbli
785,Zach Bryan,Sun to Me,1SjsVdSXpwm1kTdYEHoPIT
786,21 Savage,Runnin,5SWnsxjhdcEDc7LJjq9UHk
787,Juice WRLD,Face 2 Face,6L4XGeAdRRC32vVJpp8MdM
788,Juice WRLD,In My Head,2RJAKIw6nIkgZVsAIKhmqz
789,Taylor Swift,The Great War,3UMrglJeju5yWyYIW6o99b
790,Fujii Kaze,Shinunoga E-Wa,0o9zmvc5f3EFApU52PPIyW
791,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF
792,Luke Combs,"Going, Going, Gone",67AdiJcurlf6gocGobfaXs
793,A Boogie Wit da Hoodie,Secrets,2xB46Bj9HZ4cr058yN4Pla
794,ame,raining for hours,3L1JHXiqNOJ57w3n2R3HyU
795,Playboi Carti,Sky,29TPjc8wxfz4XMn21O7VsZ
796,SZA,Good Days,3YJJjQPAbDT7mGpX3WtQ9A
797,Taylor Swift,Anti-Hero,02Zkkf2zMkwRGQjZ7T4p8f
798,"Tyler, The Creator",NEW MAGIC WAND,0fv2KH6hac06J86hBUTcSf
799,Jelly Roll,Son Of A Sinner,25VQoiuyc0HkC5FQTj1a8G
800,Zach Bryan,Oklahoma Smokeshow,0OWhKvvsHptt6vnnNUSM9a
801,Kordhell,Murder In My Mind,6qyS9qBy0mEk3qYaH8mPss
802,Tiësto,10:35,6BePGk3eCan4FqaW2X8Qy3
803,Morgan Wallen,Tennessee Fan,3Ga7Uele3zN57vQ4F0HPTW
804,Baby Keem,family ties (with Kendrick Lamar),3QFInJAm9eyaho5vBzxInN
805,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,35ovElsgyAtQwYPYnZJECg
806,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",30QR0ndUdiiMQMA9g1PGCm
807,HARDY,wait in the truck (feat. Lainey Wilson),7trjNYF5ek7zX4GKSHQZbP
808,Carin Leon,Que Vuelvas,6Um358vY92UBv5DloTRX9L
809,Drake,BackOutsideBoyz,0wshkEEcJUQU33RSRBb5dv
810,AJR,World's Smallest Violin,3jHBgKdLCf46aP3HRI0WYv
811,"Tyler, The Creator",ARE WE STILL FRIENDS?,5TxRUOsGeWeRl3xOML59Ai
812,Sabrina Carpenter,Nonsense,6dgUya35uo964z7GZXM07g
813,Fuerza Regida,Bebe Dame,0mzsLrUNazBaRfYZfjmpSV
814,LE SSERAFIM,ANTIFRAGILE,4fsQ0K37TOXa3hEQfjEic1
815,Taylor Swift,Lavender Haze,4g2c7NoTWAOSYDy44l9nub
816,ThxSoMch,SPIT IN MY FACE!,7yBEKiv1LmO7GM4rOejhcW
817,Metro Boomin,On Time (with John Legend),0YFqKxV9uNu6LUeYkLOKRS
818,Morgan Wallen,Cover Me Up,0mKnuxVkPi5h0kuvZl44VM
819,Taylor Swift,Maroon,199E1RRrVmVTQqBXih5qRC
820,Armani White,BILLIE EILISH.,27ZZdyTSQWI7Cug2d2PkqV
821,The 1975,About You,1fDFHXcykq4iw8Gg7s5hG9
822,King Von,Took Her To The O,7fEoXCZTZFosUFvFQg1BmW
823,Kenshi Yonezu,KICK BACK,3khEEPRyBeOUabbmOPJzAG
824,Taylor Swift,Midnight Rain,6Nl7KyvjkFncGsjB49SxLl
825,Imagine Dragons,Bones,0HqZX76SFLDz2aW8aiqi7G
826,Taylor Swift,"You're On Your Own, Kid",7gVWKBcfIW93YxNBi3ApIE
827,Taylor Swift,Christmas Tree Farm,2mvabkN1i2gLnGAPUVdwek
828,Ivan Cornejo,La Curiosidad,0hnvQLkV7yOjslEzflJSK4
829,"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX
830,Taylor Swift,Karma,5oqDgw5VGBln5dSIOPWyBq
831,Stevie Wonder,What Christmas Means To Me,1V0qqWBbIWt8hlAjxTZedR
832,Rosa Linn,SNAP,76OGwb5RA9h4FxQPT33ekc
833,Noah Kahan,Stick Season,0mflMxspEfB0VbI1kyLiAv
834,"Tyler, The Creator",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0
835,SZA,Forgiveless (feat. Ol' Dirty Bastard),5IcP1PPnleZ2kuwKDyfNC5
836,Lil Baby,California Breeze,6ug9fUi5oLLgQgOF1G8WkM
837,Fuerza Regida,Billete Grande (En Vivo),3XfUFGzbr0LmwFVoLXd9cO
838,Taylor Swift,Bejeweled,0jvo9CjnbR0lYUDTSNTMiu
839,Bad Bunny,La Corriente,1797zYiX4cKosMH836X9Gt
840,Central Cee,LET GO,3zkyus0njMCL6phZmNNEeN
841,Kendrick Lamar,N95,0fX4oNGBWO3dSGUZcVdVV2
842,Metro Boomin,Around Me (feat. Don Toliver),221qmpQeBNV87sUjQeUTVH
843,Olivia Rodrigo,favorite crime,5JCoSi02qi3jJeHdZXMmR8
844,Metro Boomin,Trance (with Travis Scott & Young Thug),5wG3HvLhF6Y5KTGlK0IW3J
845,Diplo,Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk
846,Ivan Cornejo,J.,4lUsBLTAiufWocWtg4H0my
847,Lil Durk,Mad Max,2i2qDe3dnTl6maUE31FO7c
848,Drake,Hours In Silence,0sSRLXxknVTQDStgU1NqpY
849,Nardo Wick,Dah Dah DahDah,2TSfStvlAMLw89u3tali79
850,Lil Yachty,Poland,74loibzxXRL875X20kenvk
851,The Weeknd,Heartless,6bnF93Rx87YqUBLSgjiMU8
852,Darlene Love,Christmas (Baby Please Come Home),47ohYW8e7dxCYn9qbUMBCI
853,Yeat,Monëy so big,7BbaIYAdi3pg4MGl6PHwPv
854,New West,Those Eyes,2GThBgzZoZfz0lx1JjBwfe
855,Bad Bunny,Tarot,41oY4WCTj5kccfesTVFnvN
856,Taylor Swift,Bigger Than The Whole Sky,0BiqmkasE5FdrChwKfVp8X
857,Morgan Wallen,Days That End In Why,4tn5fOYDtxFldIMVOVcKkc
858,Øneheart,snowfall,4xF4ZBGPZKxECeDFrqSAG4
859,Taylor Swift,cardigan,4R2kfaDFhslZEMJqAFNpdd
860,Taylor Swift,Lover,1dGr1c8CrMLDpV6mPbImSI
861,KAROL G,CAIRO,6WbAhuwE6fCOriBu5786X1
862,Jonas Brothers,Like It's Christmas,1OjmlSFuzYflWjSMTCyTJv
863,INTERWORLD,METAMORPHOSIS,2ksyzVfU0WJoBpu8otr4pz
864,Shakira,Monotonía,6G12ZafqofSq7YtrMqUm76
865,NewJeans,Hype Boy,0a4MMyCrzT0En247IhqZbD
866,Grupo Marca Registrada,El Rescate,4w273WCBXwM4P3jTX5HkB2
867,Taylor Swift,Question...?,6C7OF1Jal7YkyjzyUG8vkK
868,Drake,More M’s,29YW2xXlo6Pc6M0SBTCXYN
869,Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G
870,Luke Combs,The Kind of Love We Make,28n8z9IQKyjMPxmvYMBqZa
871,RAYE,Escapism. - Sped Up,4rPJSqrov3zqGwXlemLBMw
872,Quavo,HOTEL LOBBY (Unc & Phew),0QNNd0qMCDbraS1nQPg3aA
873,Quavo,To The Bone (feat. YoungBoy Never Broke Again),4wRJHXHDJnKSPr9IVn0BFR
874,Drake,Fair Trade (with Travis Scott),40iJIUlhi6renaREYGeIDS
875,Eslabon Armado,Jugaste y Sufrí,3NqBxTOMCJ3zW9CIP51td4
876,Gesaffelstein,Lost in the Fire (feat. The Weeknd),2vXKRlJBXyOcvZYTdNeckS
877,The Rare Occasions,Notion,0sTlGEld0h8kIPZaKDYUf4
878,Drake,Jumbotron Shit Poppin,2ZlABhxMMa43COmZ97kKsJ
879,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi
880,21 Savage,Rich Nigga Shit (feat. Young Thug),3ruoIF2UnoXdzK8mR61ebq
881,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),6ADDIJxxqzM9LMpm78yzQG
882,Baby Keem,16,1Is8hGpkGMiePASAxBluxM
883,Jung Kook,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],1RDvyOk4WtPCtoqciJwVn8
884,Taylor Swift,Mastermind,56hioFjQ0DXrdn04hZcFgG
885,Metro Boomin,Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),3SsJ17EnPIu1B4GZshqjIS
886,Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],2N9LEu6Pf8nDcp3GjWJT1Z
887,Cochise,Tell Em,7nc7mlSdWYeFom84zZ8Wr8
888,JVKE,this is what falling in love feels like,2PWTZV5znjLtZC5T1EVJvL
889,Megan Moroney,Tennessee Orange,3fl4zil6HJ0N1FL3YIRwdC
890,$uicideboy$,Matte Black,0hPRWztAIbNkt6GcFcLiqF
891,$uicideboy$,1000 Blunts,09riz9pAPJyYYDVynE5xxY
892,Steve Lacy,Infrunami,0f8eRy9A0n6zXpKSHSCAEp
893,Yung Gravy,Betty (Get Money),4cacyP5c3PMlfnyjpg13xW
894,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B
895,Taylor Swift,High Infidelity,5kiZGSxgqPdv6rbqL9THdd
896,Aaron May,Let Go,1NCWXbUyF88ee30OMAe7dO
897,Parker McCollum,Handle On You,6Qpfsw8OS5HW5XxgmXYLWS
898,Harry Styles,Matilda,6uvh0In7u1Xn4HgxOfAn8O
899,Taylor Swift,Vigilante Shit,5yeuXkukVGuix3vmLu2BPJ
900,Juice WRLD,Let Me Know (I Wonder Why Freestyle),3wwo0bJvDSorOpNfzEkfXx
901,Zach Bryan,The Good I'll Do,53zCCom4uEoIBaOAEJtjUL
902,Isabel LaRosa,i'm yours,37vVp2sWHuuIBOSl1NswP6
903,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K
904,Quality Control,Baby (Lil Baby feat. DaBaby),5MPPttjfGap2C6j6eKcO6J
905,The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag
906,Corey Kent,Wild as Her,4RG7P0CXQ4pe0OeCAHjX5L
907,Hotel Ugly,Shut up My Moms Calling - (Sped Up),31mzt4ZV8C0f52pIz1NSwd
908,Yeat,Flawlëss (feat. Lil Uzi Vert),1a019wP7IdYLexwbmfZPm3
909,Noah Kahan,Stick Season,0GNVXNz7Jkicfk2mp5OyG5
910,Kelly Clarkson,"Santa, Can’t You Hear Me",2O3MQ6H3gjrIWDcpeTrikT
911,The Weeknd,Is There Someone Else?,0mL82sxCRjrs3br407IdJh
912,JID,Surround Sound (feat. 21 Savage & Baby Tate),1udwFobQ1JoOdWPQrp2b6u
913,Glass Animals,Heat Waves,3USxtqRwSYz57Ewm6wWRMp
914,Marshmello,Numb,10xV5l9nhLvFpR8mqzs0bL
915,La Adictiva,JGL,5kpxVMDvYGRmNqawPqDTYR
916,Morgan Wallen,7 Summers,4obHzpwGrjoTuZh2DItEMZ
917,King Von,"Crazy Story, Pt. 3",23TwR29GSeJBfXnXhmDlwR
918,Harry Styles,Satellite,0rzaRSujxA0bKyjJl6vHYq
919,Taylor Swift,Question...?,0heeNYlwOGuUSe7TgUD27B
920,Grupo Frontera,No Se Va - En Vivo,23Lyy7ZXRvzfgH4JtDkKrX
921,Naturelle,Falling Asleep,5N8KsYJ8IEMQVw33JvytW8
922,PinkPantheress,Pain,4S4QJfBGGrC8jRIjJHf1Ka
923,Bad Omens,Just Pretend,1H4Y9uW4N0LsxJUz0VnaPJ
924,Bailey Zimmerman,Where It Ends,7lNezbnIXBbgNmFOa9dt1c
925,Kendrick Lamar,Rich Spirit,1QPreu0BNOrUfEb8HTd2qG
926,Mareux,The Perfect Girl,5RBOcBpJXaNnHCGViJmYhh
927,The Weeknd,Out of Time,2SLwbpExuoBDZBpjfefCtV
928,Kendrick Lamar,Die Hard,2g6tReTlM2Akp41g0HaeXN
929,Lainey Wilson,Heart Like A Truck,5ZCjp56T8J6d7amJyFSzrI
930,J. Cole,m y . l i f e (with 21 Savage & Morray),1D3z6HTiQsNmZxjl7F7eoG
931,Peso Pluma,Siempre Pendientes,5PfFHceiEv61KldMOuVrv8
932,Juice WRLD,Cigarettes,1CfuBY3BDdKpooQ9L5zgUc
933,Harry Styles,Music For a Sushi Restaurant,5LYMamLv12UPbemOaTPyeV
934,Ghost,Mary On A Cross,2HZLXBOnaSRhXStMLrq9fD
935,Taylor Swift,Wildest Dreams (Taylor's Version),1Ov37jtRQ2YNAe8HzfczkL
936,Rauw Alejandro,LOKERA,33cF8aTmGJ6TsEf23uqGIN
937,Taylor Swift,Mastermind,7FmYn9e7KHMXcxqGSj9LjH
938,Marshmello,Bye Bye,6XO8RlYuJCiI0v3IA48FeJ
939,Baby Keem,family ties (with Kendrick Lamar),7Bpx2vsWfQFBACRz4h3IqH
940,Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB
941,Elley Duhé,MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly
942,Morgan Wallen,This Bar,075qcpR3BnxD5CWUIx1HTr
943,Taylor Swift,Labyrinth,43q586vP8gGkYypKoSddhl
944,Noah Cyrus,July,6J2LdBN97cDWn0MLxYh9HB
945,beabadoobee,the perfect pair,41P6Tnd8KIHqON0QIydx6a
946,Sonder,What You Heard,3a3dQOO19moXPeTt2PomoT
947,Coyote Theory,This Side of Paradise,79EkGysjP2dL5GdpeQjRxT
948,Pharrell Williams,Cash In Cash Out,3S68RFe1lsdCdTMPIMJM3X
949,Lil Durk,Hanging With Wolves,1a7tOEheXeaSNathZW4Gzk
950,Dua Lipa,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF
951,Central Cee,Doja,3LtpKP5abr2qqjunvjlX5i
952,Saint Levant,Very Few Friends,2L0PRavRIQIjVcZK4Qgfgi
953,Lil Baby,Real Spill,4OkFBMU18NidtaefaTjUq1
954,Bad Bunny,Un Ratito,5CzixCxDkRXX9mScCmah8O
955,jagger finn,Vas,6S7o12almFeL57rbRvdY5l
956,Junior H,Los Botones Azules,3ZGkdrigbWXLgHungXfZkt
957,H.E.R.,Could've Been (feat. Bryson Tiller),6oEVnWKgPqIEPc53OYDNqG
958,Arcángel,La Jumpa,2mnXxnrX5vCGolNkaFvVeM
959,Metro Boomin,All The Money (with Gunna) [Bonus],4a1fh9vJMMoRjNrBmEWoM0
960,Lil Baby,Not Finished,2A0G0bPmlkUXUbvWqrAXzg
961,MUPP,vendetta!,5Sk39LuvdwuvL84jD01Dum
962,Olivia Rodrigo,"jealousy, jealousy",0MMyJUC3WNnFS1lit5pTjk
963,Vierre Cloud,moment,5K9tfeoiztw94dyWzF39jq
964,Taylor Swift,Glitch,6wAFvJPpTZVirBKGZ4EnMW
965,Eslabon Armado,HASTA LA MUERTE,3qAJAUr7yc9bPDx4ESt6ND
966,Joji,Glimpse of Us,4ewazQLXFTDC8XvCbhvtXs
967,The Kid LAROI,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX
968,TWISTED,WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,5Zlb01Jcn0Ld49zazzZJSB
969,Ivan Cornejo,Está Dañada,6G2xXQRSZlEzYsUEb3uvuR
970,Clairo,Bubble Gum,3zksbXteOCeSusJ5Xltr3t
971,Doja Cat,Ain't Shit,5lAnYvAIkSDNXqfo7DyFUm
972,Connor Price,Spinnin,5OzgCc3gQsqchX95k1C1Qa
973,Conner Smith,Take It Slow,3CC2sCo30DhwOwGI4NN30I
974,Kylie Morgan,If He Wanted To He Would,3nei8eHEdiwwSfyoOCHPZI
975,Strawberry Guy,Mrs Magic,0TZejo18HlJ86OrWNsXKnw
976,Taylor Swift,Paper Rings,4y5bvROuBDPr5fuwXbIBZR
977,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY
978,Zach Bryan,Condemned,6WuVLG5DRHKKuJ6deCw28p
979,Drake,Treacherous Twins,4Flfb4fGscN9kXPOduQLrv
980,Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),6Tguhaf2uAe6OjRLsR2Tql
981,Jordan Davis,Next Thing You Know,2lNTHWu2I5Tcz9ukWsV5Jj
982,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3
983,Moneybagg Yo,Quickie,3084aAzars6DR26nCWO9Ep
984,Cafuné,Tek It - Sped Up,0MnTkIEP4zZN1IUSu8MvIz
985,Summer Walker,No Love (with SZA),08SB2OtZkaliju77WYEKxk
986,Universe Collectors,Mind Calming Noise,6IEpMvQOYDtEyVE5ZOP9UA
987,SZA,I Hate U,5dXWFMwD7I7zXsInONVl0H
988,Harry Styles,Keep Driving,2NcQic8JxdjAlAHuNbOIRE
989,Ozuna,Hey Mor,1zsPaEkglFvxjAhrM8yhpr
990,Brent Faiyaz,Been Away,5PvVkf1Yuq3XyMqqjPiKPd
991,Carly Pearce,What He Didn't Do,5OLaVCAM2pqg7X9mAM2W8M
992,Polo G,Pop Out (feat. Lil Tjay),6uFn47ACjqYkc0jADwEdj1
993,"Tyler, The Creator","GONE, GONE / THANK YOU",1hz7SRTGUNAtIQ46qiNv2p
994,Playboi Carti,Vamp Anthem,4CzhtKifG867Lu5DNQVBSA
995,The Backseat Lovers,Kilby Girl,1170VohRSx6GwE6QDCHPPH
996,A Boogie Wit da Hoodie,Water (Drowning Pt. 2) [feat. Kodak Black],6yDPFrHZLQbQa9Itd2J4Gp
997,Peezy,2 Million Up,5JS1gz9zP4GTy0LZYvSeUK
998,Dean Lewis,How Do I Say Goodbye,5hnGrTBaEsdukpDF6aZg8a
999,Pharrell Williams,Down In Atlanta,5unjCay0kUjuej5ebn4nS4
1000,Cafuné,Tek It,751srcHf5tUqcEa9pRCQwP
1001,Polo G,21,3JKgcAa7r07ocVWcV8bS0H
1002,Farruko,Pepas,5fwSHlTEWpluwOM0Sxnh5k
1003,ThxSoMch,SPIT IN MY FACE!,1N8TTK1Uoy7UvQNUazfUt5
1004,Drake,Sticky,4rmVZajAF7PkrCagGPHbqa
1005,Imagine Dragons,Bones,54ipXppHLA8U4yqpOFTUhr
1006,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),5W8jRrZ6tWrTrqnKRtIQBf
1007,Olivia Rodrigo,happier,2tGvwE8GcFKwNdAXMnlbfl
1008,Labrinth,Mount Everest,1ZdhOMWyFR8Iv9eylMGYg2
1009,Drake,Trust Issues,4Wjhj0WjkyECccfHVIgaTq
1010,Playboi Carti,ILoveUIHateU,1BpKJw4RZxaFB88NE5uxXf
1011,Bad Bunny,Un Coco,6VrQTLzzuyGIYjUDe4kAZk
1012,Cody Johnson,Human,5AihIu9yF3flkw1jFMyfwW
1013,Taylor Swift,Sweet Nothing,0wavGRldH0AWyu2zvTz8zb
1014,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5B0kgjHULYJhAQkK5XsMoC
1015,Mac Miller,Love Lost,0N9C80kcgL0xXGduKnYKWi
1016,Taylor Swift,Dear Reader,3QF5RsWzK1lCvf2o2cY65P
1017,Jax,Victoria's Secret,4svaKoxMMP7ImmKrD5hfQu
1018,Taylor Swift,Labyrinth,0A1JLUlkZkp2EFrosoNQi0
1019,Drake,Middle of the Ocean,410TZrK18uRjtsTunG14cl
1020,Ivan Cornejo,Está Dañado,0ciLo7Ntd7Gfc0rQRTgkSG
1021,Eden Muñoz,Chale,74WROFXsox6wkeUrEK2DS6
1022,Frank Ocean,In My Room,4S4Mfvv03M1cHgIOJcbUCL
1023,Pecos & the Rooftops,This Damn Song,7s9bJQK8sr8yDyOAHn8miR
1024,Gunna,P power (feat. Drake),0lEjxUUlKqjqXrVlIHFduD
1025,Grupo Marca Registrada,Si Fuera Fácil,7Jph6HJbfURt4Fea19IED3
1026,Lil Peep,nuts,11k8KTbNeG9iabeNXMuwf0
1027,Rauw Alejandro,PUNTO 40,2TDyyEBasw10wu5Uh94bR1
1028,NLE Choppa,Capo,1vux5TJpXtc7tbjA1YODpp
1029,IVE,After LIKE,2gYj9lubBorOPIVWsTXugG
1030,Ski Mask The Slump God,OOGA BOOGA!,4gKWtJGlhxKKSyV65llt2G
1031,Clairo,Sofia,7B3z0ySL9Rr0XvZEAjWZzM
1032,BLACKPINK,Shut Down,0ARKW62l9uWIDYMZTUmJHF
1033,Rosa Walton,I Really Want to Stay at Your House,7mykoq6R3BArsSpNDjFQTm
