,artist,song_name,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1322,Daddy Yankee,X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,192477,4
1323,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4
1324,JVKE,this is what heartbreak feels like,4RxdAzEmkPXTiIU6ULLoXh,0.707,0.474,1,-4.603,1,0.0672,0.578,0.0,0.11,0.538,109.991,157636,4
1325,Brightlo,Pink Noise for Dreaming,1Tjrhay8eQSfkOcqVh7PiQ,0.167,0.113,1,-37.027,1,0.0649,0.911,0.94,0.112,0.148,124.716,193250,5
1326,Polo G,Distraction,1oc92BMKYkNxK17C2GtyRM,0.713,0.689,11,-5.99,1,0.255,0.16,0.0,0.136,0.63,156.934,171319,4
1327,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4
1328,Zach Bryan,Revival,2QfX9Pdz3q66fN3kCXl0Js,0.464,0.366,7,-9.025,1,0.047,0.772,1.58e-05,0.0949,0.328,78.846,221250,4
1329,Bad Bunny,Aguacero,2uflssWlCaJ6CbTMOsUpNI,0.861,0.645,6,-6.96,0,0.0743,0.423,0.000592,0.349,0.668,121.391,210989,5
1330,Jon Pardi,Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9,0.639,0.713,5,-4.368,0,0.0337,0.0539,0.0,0.102,0.717,86.1,161200,4
1331,Harry Styles,Cinema,35TyJIMR3xRouUuo2sjS6v,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,243508,4
1332,Hailee Steinfeld,Coast (feat. Anderson .Paak),1l4iQsOZ5sOXZPMQLvouaB,0.701,0.875,11,-4.1,1,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720,4
1333,Polo G,Go Stupid,4PklAHGXT5ityno3IA8SKd,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4
1334,$uicideboy$,Genesis,2UbMJbQq6G0TJnmnubgolV,0.55,0.762,0,-7.861,1,0.32,0.0109,0.00179,0.398,0.347,200.211,162138,4
1335,Tate McRae,uh oh,6qmvAJSUfVGMubvI2awW7p,0.625,0.604,10,-7.415,0,0.339,0.257,2.06e-05,0.129,0.372,174.089,169722,4
1336,Muni Long,Hrs & Hrs,3ncmoWTwJgx63LwMTyBCXf,0.52,0.546,8,-4.991,0,0.213,0.579,0.0,0.112,0.634,137.419,204317,3
1337,Lil Tecca,Ransom (with Juice WRLD) - Remix,2WsuSYJNXGKXVYkHPnq2yp,0.684,0.671,2,-6.424,0,0.289,0.0119,0.0,0.0769,0.45,179.987,171253,4
1338,Bad Bunny,Safaera,2DEZmgHKAvm41k4J3R2E9Y,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4
1339,Adelmar Borrego,"Twinkle, Twinkle, Little Star",147gCksvDRmjG1pO51ZCcf,0.443,0.0248,11,-25.351,1,0.0622,0.996,0.967,0.12,0.52,68.123,100562,4
1340,$uicideboy$,Fucking Your Culture,2gkVweydDn7MmHmqXAlEzk,0.752,0.807,11,-4.386,1,0.172,0.0146,0.000376,0.8,0.442,87.507,195994,4
1341,Junior H,El Hijo Mayor,1RGlfmdvcfatN0ZLOmzanS,0.571,0.567,8,-6.873,1,0.0994,0.431,0.0,0.129,0.967,165.332,196500,3
1342,Oliver Tree,Miss You - Sped Up Version,4pH8cIlMI9NrTWcDiQbuRe,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,171702,4
1343,Key Glock,Mr. Glock,1ipSpQfzBbhPFhYm6tfVIz,0.804,0.946,7,-5.949,1,0.352,0.002,0.0,0.359,0.745,150.141,146880,4
1344,Polo G,Through Da Storm,3NqCEpT8xsHdzpiRlM1kpS,0.71,0.49,1,-9.832,1,0.246,0.128,0.0,0.0942,0.621,74.351,195587,4
1345,$uicideboy$,The Serpent and the Rainbow,2CkpD7gqMXrrpTCJ9TZ0bw,0.78,0.78,0,-2.857,1,0.0858,0.00147,0.0,0.472,0.446,118.014,177290,4
1346,Yeat,Gët Busy,20O48JTG6O46tPAuZbliRA,0.66,0.58,10,-9.921,0,0.0393,0.0372,0.0,0.116,0.115,139.902,157780,4
1347,iamjakehill,By the Sword,3HsFSrIsbO54TFDfG66pZm,0.685,0.76,2,-7.813,1,0.0512,0.0199,0.151,0.0866,0.781,160.035,125812,4
1348,Young Dolph,Love For The Streets,7k5lDslyLbcykzUOPGEdKR,0.799,0.733,2,-6.234,1,0.216,0.172,1.7e-05,0.332,0.753,146.051,185280,4
1349,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,39JofJHEtg8I4fSyo7Imft,0.736,0.906,0,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,226627,4
1350,Codiciado,Vamos Aclarando Muchas Cosas - En Vivo,5gZOpqxK3J5b5BSjzG1PkM,0.718,0.55,10,-5.743,1,0.0381,0.761,0.0,0.105,0.824,107.292,190720,3
1351,Tory Lanez,Lavender Sunflower,1au2UduxcvHfa0fZS3Szci,0.607,0.735,4,-6.065,0,0.095,0.253,0.0,0.11,0.964,88.894,151967,4
1352,Dream Supplier,Clean Baby Sleep White Noise (Loopable),0zirWZTcXBBwGsevrsIpvT,0.0,0.00832,7,-26.712,1,0.0,0.917,1.0,0.111,0.0,0.0,142222,0
1353,Tame Impala,One More Hour,0mO6oS60RST2sWmN2FKknP,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,432560,4
1354,ROSALÍA,DESPECHÁ,53tfEupEzQRtVFOeZvk7xq,0.914,0.622,7,-6.538,1,0.0892,0.146,1.68e-05,0.0632,0.77,130.04,156788,4
1355,Lil Uzi Vert,FOR FUN,60PTOzcoFycWBICdumIsFQ,0.775,0.461,7,-6.594,0,0.124,0.157,0.0,0.0687,0.131,134.028,188060,4
1356,Bad Bunny,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4
1357,Yeat,On tha linë,37nYSBS0MfRCm913QwCCYo,0.771,0.594,1,-8.991,0,0.193,0.00482,6.88e-06,0.111,0.119,149.106,154787,4
1358,Bad Bunny,Enséñame a Bailar,2NMjggapJcXXM7WccGEBUO,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,176000,4
1359,Ed Sheeran,Bad Habits,7AyW1Eeo1JuSh1ReYnZPWp,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
1360,Kendrick Lamar,United In Grief,5Gt9bxniM1SxN61yRzRhXL,0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,255378,3
1361,Ryan Mack,Overwhelmed (Ryan Mack Remix),03eyNjBM2mpx28H6kdaufN,0.658,0.445,0,-8.749,0,0.154,0.161,0.0,0.0845,0.513,174.111,103240,4
1362,Wiz Khalifa,The Thrill,4wqzOaLxiCRy2Et8tRyNSX,0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984,234334,4
1363,SleazyWorld Go,Sleazy Flow (with Lil Baby) - Remix,5cx7vkF8BQ0iOsVpfvZbnz,0.869,0.298,2,-12.076,1,0.386,0.2,0.0,0.0753,0.178,77.47,161355,4
1364,Megan Thee Stallion,Her,5hHvFrMnwic82WwRLr4WY0,0.945,0.848,1,-4.76,1,0.326,0.374,3.31e-05,0.101,0.819,119.918,137107,4
1365,YBN Nahmir,Opp Stoppa,4l8CIibQf8cVk5BcrquSiD,0.821,0.304,0,-6.576,1,0.114,0.0175,0.0,0.118,0.217,78.089,65046,4
1366,$uicideboy$,Ugliest,2Q9nA56DKKJhj4cHMbHlAS,0.752,0.55,5,-7.166,0,0.362,0.172,0.0148,0.14,0.405,174.073,178131,4
1367,Carin Leon,La Boda Del Huitlacoche - Live,1Tcm4Qi0lbzXofH11MIzJs,0.684,0.882,9,-7.963,1,0.0761,0.517,9.81e-05,0.296,0.892,140.545,188417,3
1368,Dove Cameron,Breakfast,6GUiIbJ834FcHewby3PwV0,0.64,0.553,2,-6.42,0,0.0411,0.0579,0.0,0.0914,0.486,81.992,148471,4
1369,Trippie Redd,Miss The Rage (feat. Playboi Carti),2BITQ360Knh6qNAOqR7Dyq,0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,236883,4
1370,Money Man,24 (feat. Lil Baby),0xUvi7wldroBzaZCengPa5,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4
1371,Nature Of Sweden,Slumber Rain,2pUhY7tWx8egpw2qn84iSi,0.161,1.0,10,-17.037,0,0.0419,0.914,0.881,0.943,1e-05,81.756,146000,3
1372,Playboi Carti,Stop Breathing,2lLG56qpLP3UbcLuzMvkWX,0.856,0.57,9,-4.486,1,0.286,0.00637,0.0,0.0984,0.155,154.967,218943,4
1373,Bad Bunny,Agosto,0wihfILRNOwE2156Shezc8,0.849,0.584,1,-8.195,0,0.115,0.0929,6.18e-06,0.492,0.724,115.018,139041,4
1374,Post Malone,Cooped Up / Return Of The Mack,6Ole34qqbgkZ60IyrcVm7e,0.727,0.839,2,-4.781,1,0.184,0.01,3.63e-06,0.177,0.338,95.485,127253,4
1375,Thundercat,Funny Thing,1c5CllrZr45UBhWpIqM332,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3
1376,Lil Uzi Vert,Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4
1377,Eric Church,Doing Life With Me,57YkkgxAiusJPMtiSG3w3c,0.646,0.598,3,-10.293,1,0.0425,0.73,5.87e-06,0.118,0.606,80.993,195587,4
1378,HIXTAPE,"Turn You Down (HARDY feat. Morgan Wallen, Zakk Wylde)",3X0773BLlMv6RMq0wkZZAk,0.615,0.874,11,-3.375,1,0.104,0.0131,0.0,0.33,0.604,107.97,154960,4
1379,PinkPantheress,Break it off - Bonus,78ul3D77noQsYjSwvwiPU1,0.552,0.904,11,-4.891,0,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,96133,4
1380,The Weeknd,Sacrifice,1nH2PkJL1XoUq8oE6tBZoU,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4
1381,Future,Drankin N Smokin,0k7wmahjkn389wAZdz19Cv,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,213520,4
1382,Lil Mabu,NO SNITCHING (with Dusty Locane),07NgzcfZh94EiueKm5KiT4,0.729,0.64,1,-8.8,1,0.352,0.0595,0.0,0.348,0.413,156.029,160007,4
1383,Zach Bryan,God Speed,4GeyPGMzh6VwdNcaCufY9f,0.583,0.0819,0,-15.249,1,0.04,0.869,0.0,0.103,0.167,79.385,253360,4
1384,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),64dLd6rVqDLtkXFYrEUHIU,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150,3
1385,Lil Uzi Vert,Myron,56uXDJRCuoS7abX3SkzHKQ,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,224955,4
1386,Lil Baby,Heyy,6qzBOV7lg2pnYm1tIvjxo3,0.494,0.667,7,-4.632,1,0.263,0.00299,0.0,0.0815,0.179,88.028,192727,5
1387,Adam Doleac,Don't It Sound Alright,58UvLeYJXtFkbkUP3lU6YK,0.641,0.547,7,-5.094,1,0.0247,0.0392,0.0,0.0771,0.487,130.061,218806,4
1388,Juice WRLD,Flaws And Sins,0flSGzqHO12p9fU9kqaHGE,0.709,0.662,8,-4.55,1,0.0767,0.00966,0.0,0.108,0.439,150.047,218349,4
1389,The Kid LAROI,GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,181688,4
1390,Kyle Richh,Notti Bop,0IEpFiWXbmfpiiUHPlPkYC,0.782,0.624,2,-10.807,1,0.415,0.44,0.0,0.119,0.673,142.107,225875,4
1391,Dierks Bentley,Gold,4iy69rTUn8cAY8Q8q9vfOw,0.674,0.873,1,-4.256,1,0.0285,0.0482,0.0,0.18,0.946,115.01,167760,4
1392,Kordhell,Live Another Day,34lfu3S4fIcKZRNXzbdbo7,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,133565,4
1393,Chance Peña,In My Room,3SM7uIYEz3v3BGy9RHp7oU,0.408,0.338,4,-13.626,1,0.0431,0.521,0.000639,0.0732,0.1,133.943,177609,3
1394,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1oFAF1hdPOickyHgbuRjyX,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
1395,Grupo Marca Registrada,Solo Me Dejaste,0OLLsFyVPrjI3iL03lDFXk,0.609,0.515,7,-9.843,0,0.0486,0.539,0.0839,0.0722,0.853,152.787,186709,3
1396,Victoria Monét,We Might Even Be Falling In Love (Interlude),4rCuwgRRKaIiHlHDc8Bga6,0.768,0.506,6,-8.913,1,0.165,0.415,0.0376,0.133,0.862,77.1,51914,4
1397,Feid,Feliz Cumpleaños Ferxxo,2CeKVsFFXG4QzA415QygGb,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,155960,4
1398,Jelly Roll,Save Me,1rnYNAJPAb586NhetosdNW,0.677,0.404,0,-9.552,1,0.027,0.653,0.0,0.249,0.355,83.087,240723,3
1399,Quevedo,VISTA AL MAR,7iwJOi3hlMqZt6pj1sQOBj,0.759,0.561,0,-5.643,0,0.131,0.803,0.121,0.101,0.491,104.915,180673,4
1400,Penelope Scott,Rät,4blPH3Uy89WnOnYlIv7Ev4,0.609,0.449,5,-13.291,0,0.249,0.326,0.000115,0.147,0.309,143.854,194165,4
1401,Myke Towers,ULALA (OOH LA LA),4EQOGfssbSpTlV6EZRtrSv,0.872,0.681,0,-4.348,0,0.11,0.0462,1.38e-05,0.129,0.481,96.986,188009,4
1402,Harry Styles,Fine Line,6VzcQuzTNTMFnJ6rBSaLH9,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,377960,4
1403,Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4
1404,Bad Bunny,Yo Perreo Sola,0SqqAgdovOE24BzxIClpjw,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,172127,4
1405,tobi lou,2hrs,0dGe86ljF6Xi19IxYc7aBn,0.844,0.424,2,-8.365,1,0.0836,0.362,0.00108,0.589,0.434,111.226,64723,3
1406,BLACKPINK,Typa Girl,0L8LOav65XwLjCLS11gNPD,0.915,0.621,7,-6.519,1,0.1,0.0745,0.0,0.628,0.527,131.984,179173,4
1407,La Maquinaria Norteña,Eres Ese Algo,6rOy9SIawgruuIWLP5divC,0.722,0.76,4,-5.427,0,0.0501,0.468,0.00066,0.0814,0.793,113.872,173587,4
1408,Rod Wave,Sweet Little Lies,0qjoeS8gwEFqf0ju66ledI,0.656,0.679,10,-8.594,1,0.0598,0.014,0.0,0.101,0.27,159.978,174750,4
1409,Måneskin,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,173347,4
1410,Taylor Swift,You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4
1411,21 Savage,3AM on Glenwood,1MTXYvJ9TSqg9x6WPCDx2n,0.475,0.692,1,-8.327,1,0.398,0.0533,6.49e-06,0.18,0.241,181.167,178329,4
1412,Gabby Barrett,Pick Me Up,7xNYZeFtrB05pi9tc6lEeb,0.472,0.701,2,-4.563,1,0.0369,0.0387,0.0,0.107,0.515,79.805,169440,4
1413,Doja Cat,Tia Tamera (feat. Rico Nasty),1uNePI826aqh9uC9pgbeHU,0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884,211013,4
1414,Trippie Redd,Miss The Rage (feat. Playboi Carti),5gZYpjakt37G3c58FKcQwJ,0.581,0.877,8,-4.938,1,0.114,0.0151,0.0,0.826,0.353,77.006,236883,4
1415,Bad Bunny,Callaita,2TH65lNHgvLxCKXM3apjxI,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4
1416,Night Lovell,JOAN OF ARC,1nQwi9UGdNeN1FyzGE7jDt,0.906,0.685,1,-2.955,1,0.0382,0.00374,0.00179,0.21,0.0391,124.065,145203,4
1417,A Boogie Wit da Hoodie,Last Time (feat. G Herbo),4bgfOF85wLRLtVtDeuwlNH,0.738,0.582,5,-7.196,0,0.167,0.423,0.0,0.117,0.696,97.025,179210,4
1418,Keith Urban,Brown Eyes Baby,5JLf54f83nJrxD4IhFaLl7,0.521,0.833,8,-6.992,1,0.0313,0.0906,3.13e-06,0.0647,0.581,141.944,224985,4
1419,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),7Ddk8FhoYKdsVoX9AOCPMm,0.677,0.495,4,-7.174,0,0.0821,0.0668,0.0,0.319,0.152,129.974,178176,4
1420,Joji,1AM FREESTYLE,0FqBNLXlTNimxmVRdDMj6b,0.615,0.541,0,-6.307,0,0.0263,0.748,0.00268,0.12,0.124,126.049,113067,4
1421,Sarah Connor,Ring Out The Bells,03qftRowv8aPZnNZbILxUR,0.673,0.813,0,-4.082,1,0.046,0.0224,0.0,0.0608,0.771,139.996,239707,4
1422,Zach Bryan,Something in the Orange - Z&E's Version,7lNmcW2wW6ciV9Rhh8YOMe,0.594,0.382,7,-5.432,1,0.0292,0.416,0.0,0.117,0.223,110.237,254258,4
1423,Lil Baby,Right On,6ws54n2IzyrIxxyzlG2bVJ,0.535,0.618,2,-5.668,1,0.382,0.0245,0.0,0.103,0.211,165.991,213976,4
1424,Taylor Swift,the 1,0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,210252,4
1425,Tate McRae,that way,7l97ElWmIdVHWUaOeeU5ZC,0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,175027,4
1426,Lana Del Rey,Cinnamon Girl,2mdEsXPu8ZmkHRRtAdC09e,0.294,0.337,6,-10.614,0,0.036,0.814,0.414,0.14,0.135,91.781,300683,5
1427,charlieonnafriday,After Hours,6tYzs9xlEeYznMJpJ0sUkI,0.798,0.458,6,-8.278,1,0.0504,0.115,0.0,0.145,0.198,133.972,157667,4
1428,Rebzyyx,all I want is you,7lOvJBqH38ZY59eLU7bioq,0.46,0.999,11,-1.307,1,0.325,0.112,0.0,0.245,0.779,145.911,151415,4
1429,Poor Mans Poison,Hell's Comin' with Me,0cPvRrV9PBBHVfHoGBlFdO,0.581,0.619,4,-7.691,0,0.0383,0.395,5.34e-06,0.197,0.533,129.879,212997,4
1430,Nardo Wick,G Nikes (feat. Polo G),7asQMsxC6dNgY0inCzJC5O,0.808,0.644,1,-6.167,1,0.329,0.0716,0.0,0.085,0.512,151.098,206968,4
1431,NLE Choppa,Walk Em Down (feat. Roddy Ricch),1Z0cZI0UzNbP9L8MzzGxqf,0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005,173288,4
1432,Los Farmerz,Hublot,5qKsIal7JJZ2bqXHPKdyVb,0.824,0.672,2,-7.679,1,0.126,0.133,1.97e-06,0.114,0.797,120.538,225250,1
1433,James Hype,Ferrari,4zN21mbAuaD0WqtmaTZZeP,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,186662,4
1434,Stephanie Beatriz,The Family Madrigal,4b1yxSdlumA8N4fEk4UOZp,0.594,0.628,1,-6.345,1,0.359,0.12,0.0,0.0582,0.556,141.391,257213,4
1435,Victor Cibrian,En El Radio Un Cochinero,2NWaWZZLFMcr5P4uI2KvWy,0.696,0.623,6,-8.738,0,0.0438,0.466,8.61e-06,0.0983,0.965,154.028,223431,3
1436,Junior H,Loco Enamorado,0V6NB0qBW7Vvm7RuSoHszG,0.569,0.38,11,-7.231,0,0.092,0.0887,0.0,0.16,0.481,77.556,226000,1
1437,El Fantasma,Fuera De Servicio,6wTqVQ6RRkqAyT5XDGcRq4,0.778,0.445,8,-5.178,1,0.0416,0.675,2.05e-06,0.283,0.969,116.973,154869,4
1438,Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4
1439,Grupo Los de la O,Mentiras,3jRZg6U0m9Ir115Wt66ebU,0.611,0.723,7,-6.571,1,0.213,0.218,0.0,0.0715,0.669,195.181,234593,3
1440,Zach Bryan,Let You Down,1HMFdKHDiHY0qmqdVH710d,0.515,0.457,2,-4.786,1,0.0277,0.39,0.0,0.255,0.625,83.627,209089,4
1441,Juice WRLD,Bandit (with YoungBoy Never Broke Again),1oWM79mUVdZGCGYjSirHZR,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.424,180.056,189323,4
1442,Lewis Capaldi,Forget Me,5uSFGgIfHMT3osrAd9n9ym,0.669,0.742,1,-3.518,0,0.0441,0.296,0.0,0.355,0.716,101.982,203472,4
1443,SoFaygo,Hell Yeah,3QHGfxhjexLaMKGHXagfRs,0.696,0.708,9,-4.737,1,0.0438,0.000113,0.0,0.444,0.287,142.026,168161,4
1444,Becky G,MAMIII,7FlQk2gJ6TBrHHiidvdR2O,0.836,0.703,4,-3.554,0,0.0657,0.0845,0.0,0.138,0.902,94.048,226093,4
1445,$uicideboy$,"My Swisher Sweet, But My Sig Sauer",1xIibyoUvyxwoNqx8quHSz,0.683,0.969,0,-3.29,1,0.171,0.000275,0.126,0.94,0.595,170.017,226932,4
1446,Don Toliver,Cardigan,0Li1OuXXfi7950ilZUFGkF,0.747,0.497,4,-6.542,0,0.0401,0.248,0.0,0.138,0.0663,142.046,158709,4
1447,NLE Choppa,Camelot,44sYqNBttbXNxya33FJ3Dj,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,148759,4
1448,Noah Kahan,Growing Sideways,1JcIXOir94YUYBt2cXTzn2,0.665,0.296,7,-8.64,1,0.0276,0.744,0.0,0.0922,0.539,89.142,255144,4
1449,Tai Verdes,AOK,1sx0XsWUusUoPstbvokZjP,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4
1450,JID,Dance Now (feat. Kenny Mason),2WrldKXSBVbNNm3A9vJryi,0.786,0.475,1,-10.902,1,0.248,0.0919,9.6e-06,0.176,0.264,135.0,227556,4
1451,Moneybagg Yo,Blow,2g3qKijfeHfDyM7Fmaoi5M,0.815,0.742,11,-4.896,0,0.245,0.0579,0.0,0.345,0.584,137.036,182533,4
1452,Lenin Ramírez,Se Acabo - En Vivo,0lyZyn18awzOJuVM7qzCmd,0.593,0.364,2,-7.242,1,0.175,0.515,0.0,0.348,0.652,83.133,230000,4
1453,Jackson Dean,Don't Come Lookin',1vscizuuPwkwC1cc5N5KQV,0.529,0.858,9,-6.015,1,0.0536,0.0115,2.91e-05,0.345,0.676,156.129,187957,4
1454,Peso Pluma,Por las Noches,2VzCjpKvPB1l1tqLndtAQa,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,239845,4
1455,ITZY,Cheshire,7ixVW7RobslvMrvlzHYLha,0.79,0.838,7,-3.183,1,0.0501,0.332,7.07e-06,0.357,0.738,98.966,182453,4
1456,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2MbdDtCv5LUVjYy9RuGTgC,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,4
1457,SYML,Where's My Love,1B62o4CbdL9ckGvwsz2cgn,0.604,0.36,0,-10.109,0,0.0253,0.868,0.0343,0.112,0.37,103.985,202000,4
1458,Ariana Grande,boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,186107,4
1459,siouxxie sixxsta,masquerade,0RYHqnmtNRfbYxP6Dn8Vse,0.608,0.792,9,-5.721,1,0.0355,0.000674,0.653,0.252,0.611,161.104,144536,4
1460,Bryson Tiller,Sorrows,5TXQCMKN6TgemTL3c4wRTn,0.633,0.793,5,-6.847,0,0.182,0.148,0.0,0.867,0.761,109.093,193702,4
1461,Juice WRLD,Burn,1X8E4vVoOM3BpSQlEDSjjM,0.354,0.475,1,-9.333,0,0.0425,0.149,0.034,0.21,0.0393,114.975,217222,4
1462,SZA,Hit Different,7Bar1kLTmsRmH6FCKKMEyU,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4
1463,Lil Peep,your favorite dress,186bb3vDk1yzNK5u3e7h7O,0.494,0.628,7,-7.615,1,0.0541,0.0814,0.0,0.111,0.101,129.966,177387,3
1464,Post Malone,Motley Crew,40uMIn2zJLAQhNXghRjBed,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,184213,4
1465,TiaCorine,FreakyT,4CCrZzRdeWYrWJ0DoN4XCa,0.806,0.542,0,-7.482,0,0.064,0.241,0.000494,0.113,0.14,142.881,194306,4
1466,Ivan Cornejo,Perro Abandonado,4ixwxIXEFw0Jf5nY0Leipd,0.561,0.635,11,-8.668,0,0.0345,0.492,1.27e-06,0.0945,0.4,147.094,211199,3
1467,DJ Scheme,Blue Bills (feat. $NOT & Fenix Flexin),2ODUTBkiOWoYSUjKpGJxQE,0.82,0.494,1,-9.47,1,0.18,0.166,4.35e-06,0.13,0.362,95.994,100267,4
1468,Mac Miller,Good News,1DWZUa5Mzf2BwzpHtgbHPY,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
1469,HARDY,ONE BEER (feat. Lauren Alaina & Devin Dawson),5Y05LYM8LhnQN78GqfjSeK,0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.006,173173,3
1470,SleazyWorld Go,Sleazy Flow,5mt882Eqx22RwFOTE01jS8,0.825,0.234,9,-14.202,1,0.495,0.235,9.54e-06,0.0696,0.18,77.487,111484,4
1471,Post Malone,Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,4
1472,Lenin Ramírez,Solita (En Vivo),6ggHV1SCPqLLV5U2kyW9qD,0.677,0.657,1,-4.657,0,0.0596,0.498,0.0,0.0562,0.812,116.225,215984,1
1473,Lil Tjay,In My Head,1HvTxgCj0mTzQlEo0zLvFb,0.684,0.545,1,-6.885,1,0.121,0.159,0.0,0.102,0.407,143.049,135264,4
1474,Maren Morris,I Can't Love You Anymore,4tKtMWS8LZRvWhzuHKRIdr,0.342,0.591,2,-5.115,1,0.0452,0.217,0.0,0.16,0.399,175.673,169307,4
