,song_name,artist,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,tracks_popularity,entered_biilboard
0,heat waves,glass animals,02MWAaffLxlfxAUY7c5dvx,0.7609999999999999,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,88,1
1,as it was,harry styles,4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.337999999999999,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4,94,1
2,stay,the kid laroi & justin bieber,5HCyWlXZPP0y6Gqq8TgA20,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4,89,1
3,easy on me,adele,0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4,85,1
4,shivers,ed sheeran,50nfwKoDiSYg8zOCREWAm5,0.7879999999999999,0.8590000000000001,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.8220000000000001,141.02,207853,4,88,1
5,first class,jack harlow,0wHFktze2PHC5jDt3B17DC,0.902,0.5820000000000001,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948,4,86,1
6,big energy,latto,6Zu3aw7FfjAF9WA0fA81Oq,0.935,0.807,11,-3.838,0,0.114,0.0514,0.0,0.349,0.813,106.017,173182,4,78,1
7,ghost,justin bieber,4h5x3XHLVYFJaItKuO2rhy,0.624,0.433,6,-9.572,1,0.0467,0.8370000000000001,0.0294,0.113,0.589,124.979,218587,4,86,1
8,super gremlin,kodak black,4A8cWXxKfIL3lAyUDzXbCF,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,200548,4,77,1
9,cold heart (pnau remix),elton john & dua lipa,6zSpb8dQRaw0M1dK8PBwQz,0.7959999999999999,0.7979999999999999,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4,88,1
10,wait for u,future featuring drake & tems,59nOXPmaKlBfGMDeOVGrIK,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,189893,4,88,1
11,about damn time,lizzo,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4,86,1
12,bad habits,ed sheeran,3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4,88,1
13,thats what i want,lil nas x,0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.98100000000002,143901,4,86,1
14,enemy,imagine dragons x jid,1r9xUipOqoNwggBpENDsvJ,0.728,0.7829999999999999,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.01100000000002,173381,4,86,1
15,industry baby,lil nas x & jack harlow,27NovPIUIRrOZoCHxABJwK,0.736,0.7040000000000001,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,4,85,1
16,abcdefu,gayle,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.3670000000000001,0.415,121.932,168602,4,86,1
17,need to know,doja cat,3Vi5XqYrmQgOYBajMWSvCi,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,84,1
18,wasted on you,morgan wallen,3cBsEDNhFI9E82vPj3kvi3,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,178520,3,84,1
19,me porto bonito,bad bunny & chencho corleone,6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.7120000000000001,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4,96,1
20,woman,doja cat,6Uj1ctrBOjOas8xZXGqKk4,0.8240000000000001,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.8809999999999999,107.998,172627,4,88,1
21,titi me pregunto,bad bunny,1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4,95,1
22,running up that hill (a deal with god),kate bush,29d0nY7TzCoi22XBqDQkiP,0.625,0.5329999999999999,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840,4,82,1
23,we don't talk about bruno,"carolina gaitan, mauro castillo, adassa, rhenzy feliz, diane guerrero, stephanie beatriz & encanto cast",52xJxFP6TqMuO4Yt0eOkMz,0.5770000000000001,0.45,0,-8.516,0,0.0834,0.357,0.0,0.111,0.83,205.863,216120,4,79,1
24,late night talking,harry styles,1qEmFfgcLObUfQm0j1W2CK,0.7140000000000001,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4,91,1
25,i like you (a happier song),post malone featuring doja cat,0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4,90,1
26,you proof,morgan wallen,5uU1uuyaUIBOiiUSQG7Wl3,0.731,0.85,9,-4.913,1,0.0336,0.252,0.0,0.605,0.644,119.706,157478,4,86,1
27,bad habit,steve lacy,5CM4UuQ9Gnd6K2YyKGPMoK,0.6859999999999999,0.507,1,-7.097,1,0.0357,0.626,7.509999999999998e-05,0.383,0.69,168.955,232115,4,90,1
28,sunroof,nicky youre & dazy,4h4QlmocP3IuwYEj2j14p8,0.768,0.7140000000000001,10,-5.11,1,0.0401,0.352,0.0,0.15,0.8420000000000001,131.44299999999998,163026,4,90,1
29,one right now,post malone & the weeknd,00Blm7zeNqgYLPtW6zg8cj,0.687,0.7809999999999999,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,193507,4,81,1
30,good 4 u,olivia rodrigo,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4,88,1
31,numb little bug,em beihold,3o9kpgkIcffx0iSwxhuNI2,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.97399999999998,169238,4,78,1
32,jimmy cooks,drake featuring 21 savage,3F5CgOj3wFlRv51JsHbxhe,0.529,0.6729999999999999,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4,90,1
33,'til you can't,cody johnson,4k3lPl8YTKuY8c1HelVnm3,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.08700000000005,224213,4,76,1
34,fancy like,walker hayes,58UKC45GPNTflCN6nwCUeF,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,161853,4,76,1
35,the kind of love we make,luke combs,48UKTR66uUOT9LaUvooTNx,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,224427,4,80,1
36,i ain't worried,onerepublic,4h9wh7iOZ0GGn8QVp4RAOB,0.7040000000000001,0.797,0,-5.9270000000000005,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4,95,1
37,break my soul,beyonce,5pyoxDZ1PX0KxBxiRVxA4U,0.693,0.887,1,-5.039,0,0.0795,0.0581,2.71e-06,0.27,0.8640000000000001,114.942,278282,4,79,1
38,something in the orange,zach bryan,3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.21200000000005,228013,3,90,1
39,save your tears,the weeknd & ariana grande,5QO79kh1waicV47BqGRL3g,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.5429999999999999,0.644,118.051,215627,4,90,1
40,smokin out the window,silk sonic (bruno mars & anderson .paak),3xVZYkcuWalGudeKl861wb,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,197443,4,79,1
41,levitating,dua lipa,39LLxExYz6ewLAcYrzQQyP,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,4,84,1
42,in a minute,lil baby,31lopd32BkJBTSgYE16c5e,0.626,0.583,4,-6.102,0,0.334,0.0279,0.0,0.112,0.133,113.42,200471,5,73,1
43,moscow mule,bad bunny,6Xom58OOXk2SoU711L2IXO,0.804,0.674,5,-5.452999999999999,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940,4,92,1
44,you right,doja cat & the weeknd,0k4d5YPDr1r7FX77VdqWez,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4,84,1
45,she had me at heads carolina,cole swindell,200x8ONbPfFzByUr3fVz46,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,206107,4,81,1
46,vegas,doja cat,0hquQWY3xvYqN4qtiquniF,0.8009999999999999,0.601,8,-7.574,0,0.255,0.0777,3.2299999999999986e-05,0.145,0.74,159.969,182907,4,88,1
47,pushin p,gunna & future featuring young thug,3XOalgusokruzA5ZBA2Qcb,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267,1,79,1
48,buy dirt,jordan davis featuring luke bryan,69AIpwGNLxr4qS1X5ynx60,0.586,0.5589999999999999,4,-6.725,1,0.05,0.639,0.0,0.0872,0.4370000000000001,177.945,167480,4,81,1
49,i hate u,sza,2aJnyNu4PQxQ2lyj5boiMG,0.5329999999999999,0.417,7,-8.665,0,0.148,0.514,0.0,0.114,0.376,106.534,173907,5,82,1
50,boyfriend,dove cameron,59CfNbkERJ3NoTXDvoURjj,0.345,0.612,7,-6.542999999999998,0,0.0608,0.232,0.0,0.194,0.232,179.773,153000,3,85,1
51,glimpse of us,joji,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,0.8909999999999999,4.78e-06,0.141,0.268,169.91400000000004,233456,3,90,1
52,surface pressure,jessica darrow,760jhRscwGbIIe1m1IIQpU,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,202227,4,77,1
53,fall in love,bailey zimmerman,5gVCfYmQRPy1QJifP8f5gg,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.96200000000002,232059,4,80,1
54,love nwantiti (ah ah ah),ckay,2Xr1dTzJee307rmrkt8c0g,0.727,0.7390000000000001,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.5329999999999999,93.005,145800,4,84,1
55,super freaky girl,nicki minaj,4C6Uex2ILwJi9sZXRdmqXp,0.95,0.8909999999999999,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,170977,4,87,1
56,hrs and hrs,muni long,4R8bxjmbyHYv7PoZzV5ptn,0.5920000000000001,0.279,3,-15.717,0,0.0495,0.272,0.856,0.0588,0.813,139.071,208446,3,25,1
57,sand in my boots,morgan wallen,0uRrG2jRR5tuifsYIJHEao,0.403,0.537,3,-6.627999999999999,1,0.031,0.59,0.0,0.112,0.414,69.877,202133,4,79,1
58,mamiii,becky g x karol g,1ri9ZUkBJVFUdgwzCnfcYs,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,226088,4,83,1
59,knife talk,drake featuring 21 savage & project pat,2BcMwX1MPV6ZHP4tUT9uq6,0.8490000000000001,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,4,84,1
60,aa,walker hayes,6aIrXGmaFqPafbYgxbMUsj,0.634,0.764,4,-5.858,1,0.0297,0.00354,0.0,0.337,0.736,104.03,189560,4,65,1
61,sweetest pie,megan thee stallion & dua lipa,7mFj0LlWtEJaEigguaWqYh,0.8140000000000001,0.628,7,-7.178,1,0.221,0.1669999999999999,0.0,0.101,0.677,123.977,201334,4,78,1
62,provenza,karol g,7dSZ6zGTQx66c2GF91xCrb,0.87,0.516,1,-8.006,1,0.0541,0.6559999999999999,0.00823,0.11,0.53,111.005,210200,4,91,1
63,essence,wizkid featuring justin bieber & tems,5FG7Tl93LdH117jEKYl3Cm,0.8490000000000001,0.7070000000000001,0,-6.002000000000002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,248040,4,76,1
64,all i want for christmas is you,mariah carey,0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7,-7.462999999999999,1,0.0384,0.1639999999999999,0.0,0.0708,0.35,150.273,241107,4,97,1
65,bam bam,camila cabello featuring ed sheeran,0QBzMgT7NIeoCYy3sJCof1,0.7559999999999999,0.6970000000000001,8,-6.377000000000002,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4,84,1
66,5 foot 9,tyler hubbard,6AqwH2Y9FJwhUE2dCSkw1u,0.602,0.7959999999999999,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,189780,4,80,1
67,get into it (yuh),doja cat,0W6I02J9xcqK8MtSeosEXb,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.7929999999999999,91.942,138293,4,81,1
68,efecto,bad bunny,5Eax0qFko2dh7Rl2lYs3bx,0.8009999999999999,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061,4,94,1
69,rock and a hard place,bailey zimmerman,4686eQ81DEswHa90bcdlC9,0.5820000000000001,0.568,1,-7.3,1,0.0275,0.5770000000000001,0.0,0.105,0.394,121.991,207541,3,85,1
70,doin' this,luke combs,4GyD3o5hWoyCuYpdlzZlRL,0.593,0.552,1,-5.837999999999999,1,0.028,0.18,1.7100000000000002e-05,0.11,0.39,115.0,254181,4,70,1
71,oh my god,adele,3Kkjo3cT83cw09VJyrLNwX,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,225149,4,82,1
72,better days,neiked x mae muller x polo g,6f5ExP43esnvdKPddwKXJH,0.7170000000000001,0.6709999999999999,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.6990000000000001,110.054,160657,4,81,1
73,meet me at our spot,the anxiety: willow & tyler cole,07MDkzWARZaLEdKxo6yArG,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4,80,1
74,fingers crossed,lauren spencer-smith,3yMC1KsTwh0ceXdIe4QQAQ,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,175345,4,81,1
75,all too well (taylor's version),taylor swift,3nsfB1vus2qaloUdcBZvDu,0.44,0.528,0,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972,329160,4,75,1
76,party,bad bunny & rauw alejandro,4tYFy8ALRjIZvnvSLw5lxN,0.8290000000000001,0.799,9,-5.388999999999999,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,227629,4,89,1
77,despues de la playa,bad bunny,1dm6z1fWB0cErMszU25dy2,0.564,0.903,5,-3.221,1,0.307,0.356,0.0,0.175,0.607,78.293,230400,4,87,1
78,you should probably leave,chris stapleton,2UikqkwBv7aIvlixeVXHWt,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,4,79,1
79,rockin' around the christmas tree,brenda lee,2EjXfH91m7f8HiJN1yQg97,0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,126267,4,95,1
80,broadway girls,lil durk featuring morgan wallen,3DZ8dbKg4OTSSqGARvecYd,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,185600,4,75,1
81,take my name,parmalee,2afB4eV1KWBqLqFqME6PTh,0.5589999999999999,0.66,7,-4.143,1,0.0512,0.222,0.0,0.193,0.574,163.957,157907,4,72,1
82,what happened to virgil,lil durk featuring gunna,7ohROa13QK43JBRqfCmz4P,0.795,0.526,6,-9.086,0,0.204,0.067,2e-06,0.134,0.194,140.037,181393,4,75,1
83,puffin on zootiez,future,1qMMYpVatbRITKCfq1gasi,0.883,0.657,8,-5.747999999999998,1,0.305,0.0603,0.0,0.128,0.284,124.992,172933,4,81,1
84,like i love country music,kane brown,3j1xkzTW8owIphkWV51V9s,0.542,0.82,8,-6.073,1,0.0432,0.000682,0.000136,0.0561,0.7020000000000001,124.85,234341,4,68,1
85,jingle bell rock,bobby helms,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,130973,4,94,1
86,ojitos lindos,bad bunny & bomba estereo,3k3NWokhRRkEPhCzPmV8TW,0.647,0.6859999999999999,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299,4,94,1
87,trouble with a heartbreak,jason aldean,3HO30hRbkOLU6ZWERayfQO,0.5820000000000001,0.797,5,-4.926,1,0.0334,0.23,0.0,0.132,0.595,135.97299999999998,196027,4,68,1
88,a holly jolly christmas,burl ives,77khP2fIVhSW23NwxrRluh,0.6829999999999999,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.467,135533,4,89,1
89,kiss me more,doja cat featuring sza,3DarAbFujv6eYNliUTyqtz,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.7809999999999999,110.97,208667,4,84,1
90,she likes it,russell dickerson & jake scott,6VVqPBFZIbcmv14zNfOc13,0.79,0.325,4,-11.689,1,0.127,0.509,0.0,0.155,0.539,126.877,163311,4,69,1
91,never say never,cole swindell / lainey wilson,5GYbkDveRD2I8M5ZJ14hWn,0.7390000000000001,0.807,0,-5.063,1,0.0652,0.0181,0.0,0.295,0.632,97.048,227853,4,73,1
92,damn strait,scotty mccreery,4jp9FimhP2bQ93vR0A5r7b,0.523,0.64,4,-6.15,1,0.0295,0.0512,5.5200000000000014e-05,0.0675,0.48,144.02200000000005,230227,4,64,1
93,she's all i wanna be,tate mcrae,0IuVhCflrQPMGRrOyoY5RW,0.614,0.644,2,-5.372000000000001,0,0.0426,0.0134,7.07e-06,0.117,0.6509999999999999,160.036,206772,4,77,1
94,last night lonely,jon pardi,0k11c8vwyeNSGQex6UMa1v,0.652,0.813,6,-2.842,1,0.0268,0.00544,0.0,0.101,0.851,102.987,182161,4,70,1
95,flower shops,ernest featuring morgan wallen,0De9jFjJ4eRLl7Yww2eBw1,0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,214405,3,74,1
96,to the moon!,jnr choi & sam tompkins,5vUnjhBzRJJIAOJPde6zDx,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,152137,4,76,1
97,unholy,sam smith & kim petras,3nqQXoyQOWXiESFLlDF1hG,0.7140000000000001,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,156943,4,100,1
98,one mississippi,kane brown,4FdPnT2cFrpWCmWZd7GXc3,0.471,0.846,0,-5.269,1,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,213719,4,65,1
99,circles around this town,maren morris,13G5xv1wUKvJYbK0wYmioN,0.591,0.8140000000000001,4,-4.9860000000000015,1,0.0468,0.015,0.0,0.117,0.815,149.9,195760,4,59,1
100,blinding lights,the weeknd,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,92,1
101,mood,24kgoldn featuring iann dior,4jPy3l0RUwlUI9T5XHBW2m,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4,84,1
102,leave the door open,silk sonic (bruno mars & anderson .paak),02VBYrHfVwfEWXk5DXyf0T,0.586,0.616,5,-7.963999999999999,1,0.0324,0.182,0.0,0.0927,0.7190000000000001,148.088,242096,4,85,1
103,drivers license,olivia rodrigo,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.1369999999999999,143.875,242013,4,87,1
104,montero (call me by your name),lil nas x,1SC5rEoYDGUK4NfG82494W,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.78099999999995,137704,4,84,1
105,peaches,justin bieber featuring daniel caesar & giveon,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4,85,1
106,butter,bts,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4,80,1
107,deja vu,olivia rodrigo,6HU7h9RYOaPRFeh0R3UeAr,0.442,0.612,2,-7.222,1,0.112,0.584,5.7000000000000005e-06,0.37,0.178,180.917,215507,4,87,1
108,positions,ariana grande,35mvY5S1H3J2QZyna3TFe0,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4,84,1
109,without you,the kid laroi,27OeeYzk6klgBh83TSvGMA,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4,79,1
110,forever after all,luke combs,6IBcOGPsniK3Pso1wHIhew,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4,80,1
111,go crazy,chris brown & young thug,1IIKrJVP1C9N7iPtG6eOsK,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,176960,4,79,1
112,astronaut in the ocean,masked wolf,3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4,79,1
113,34+35,ariana grande feat. doja cat & megan thee stallion,6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4,81,1
114,what you know bout love,pop smoke,1tkg4EHVoqnhR6iFEXb60y,0.7090000000000001,0.5479999999999999,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.5429999999999999,83.995,160000,4,82,1
115,my ex's best friend,machine gun kelly x blackbear,7kDUspsoYfLkWnZR7qwHZl,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4,78,1
116,therefore i am,billie eilish,54bFM56PmE4YLRnqpW6Tha,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4,75,1
117,up,cardi b,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.149999999999999e-05,0.0344,0.928,114.988,269667,4,84,1
118,dakiti,bad bunny & jhay cortez,47EiUVwUp4C9fGccaPuUCS,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4,84,1
119,best friend,saweetie featuring doja cat,3rPtS4nfpy7PsARctAWpzd,0.5760000000000001,0.7140000000000001,6,-5.247000000000001,1,0.0595,0.395,0.0,0.115,0.321,144.981,262231,4,79,1
120,rapstar,polo g,18vXApRmJSgQ6wG2ll9AOg,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.4370000000000001,81.039,165926,4,83,1
121,heartbreak anniversary,giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.5429999999999999,89.087,198371,3,84,1
122,for the night,pop smoke featuring lil baby & dababy,0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4,82,1
123,calling my phone,lil tjay featuring 6lack,3J8EOeKLTLXORtWPpOU5bE,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4,81,1
124,beautiful mistakes,maroon 5 featuring megan thee stallion,5zFglKYiknIxks8geR8rcL,0.713,0.6759999999999999,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4,82,1
125,holy,justin bieber featuring chance the rapper,5u1n1kITHCxxp8twBcZxWy,0.6729999999999999,0.7040000000000001,6,-8.056000000000001,1,0.36,0.196,0.0,0.0898,0.3720000000000001,86.919,212093,4,74,1
126,on me,lil baby,4Iedi94TIaB2GGb1nMB68v,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,135960,4,78,1
127,you broke me first.,tate mcrae,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4,84,1
128,traitor,olivia rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4,87,1
129,back in blood,pooh shiesty featuring lil durk,7FGdjbZ32vMybPuP0IuE7d,0.759,0.5379999999999999,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,184490,4,72,1
130,i hope,gabby barrett featuring charlie puth,23T0OX7QOiIUFShSzbJ5Uo,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,210773,4,74,1
131,dynamite,bts,5QDLhrAOJJdNAmCTJ8xMyW,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4,85,1
132,wockesha,moneybagg yo,0nqhKXDjsyBMvbeWmgijD0,0.5820000000000001,0.537,0,-9.229,1,0.619,0.129,0.0,0.0749,0.7709999999999999,82.103,180930,4,68,1
133,beat box,spotemgottem featuring pooh shiesty or dababy,2LbNkvmYabhVf9jBCVeLm7,0.816,0.46,8,-8.177,1,0.382,0.0667,0.0,0.128,0.392,159.985,212027,4,67,1
134,laugh now cry later,drake featuring lil durk,2SAqBLGA283SUiwJ3xOUVI,0.7609999999999999,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4,80,1
135,wants and needs,drake featuring lil baby,65OVbaJR5O1RmwOQx0875b,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956,4,84,1
136,way 2 sexy,drake featuring future & young thug,0k1WUmIRnG3xU6fvvDVfRG,0.8029999999999999,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.3229999999999999,0.331,136.00799999999998,257605,4,79,1
137,telepatia,kali uchis,6tDDoYIxWvMLTdKpjFkc1B,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.5529999999999999,83.97,160191,4,83,1
138,whoopty,cj,5vGLcdRuSbUhD8ScwsGSdA,0.7190000000000001,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,123263,4,74,1
139,lemonade,internet money & gunna featuring don toliver & nav,02kDW379Yfd5PzW5A6vuGt,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,195429,4,75,1
140,good days,sza,4PMqSO5qyjpvzhlLI5GnID,0.461,0.6509999999999999,1,-8.81,0,0.0568,0.418,1.26e-05,0.782,0.383,121.07,278480,4,83,1
141,starting over,chris stapleton,3K07bGe8iljQ3mOKArHLDo,0.638,0.5379999999999999,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,4,73,1
142,body,megan thee stallion,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.5820000000000001,121.958,163216,4,76,1
143,willow,taylor swift,0lx2cLdOt3piJbcaXIV74f,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4,79,1
144,bang!,ajr,5FQPpxOXsvkMN6v18gtpwY,0.74,0.517,1,-6.233,0,0.0506,0.0183,0.0,0.0558,0.698,139.917,170858,4,73,1
145,better together,luke combs,6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0,-11.501,1,0.0477,0.8270000000000001,0.0,0.111,0.67,138.002,219573,4,75,1
146,you're mines still,yung bleu featuring drake,6tiKwZppNjrls8RsPQwK6r,0.613,0.615,5,-4.859,0,0.107,0.308,0.0,0.107,0.342,86.78200000000002,226220,4,64,1
